image_name,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label
Gimage000.jpg,45.9,48.6,233.6,235.2,strawberry
Gimage001.jpg,39.5,33.8,253.2,228.2,strawberry
Gimage002.jpg,36.8,32.3,272.6,237.5,strawberry
Gimage003.jpg,25.6,34.2,268.7,239.6,strawberry
Gimage004.jpg,28.7,24.5,228.3,242.3,strawberry
Gimage005.jpg,46.7,32.9,262.0,263.6,strawberry
Gimage006.jpg,20.8,10.9,232.2,224.9,strawberry
Gimage007.jpg,21.8,33.5,250.2,231.2,strawberry
Gimage008.jpg,36.7,40.3,264.8,276.5,strawberry
Gimage009.jpg,26.0,40.9,253.3,230.1,strawberry
Gimage010.jpg,32.1,25.5,238.4,260.1,strawberry
Gimage011.jpg,32.0,22.0,246.4,256.2,strawberry
Gimage012.jpg,19.9,42.5,259.2,251.4,strawberry
Gimage013.jpg,43.5,31.5,251.1,251.8,strawberry
Gimage014.jpg,56.1,41.0,270.1,263.5,strawberry
Gimage015.jpg,52.9,49.6,247.4,263.3,strawberry
Gimage016.jpg,57.7,39.8,286.7,287.4,strawberry
Gimage017.jpg,36.0,63.3,296.5,277.0,strawberry
Gimage018.jpg,44.2,48.0,256.1,272.6,strawberry
Gimage019.jpg,68.9,57.5,282.2,285.5,strawberry
Gimage020.jpg,49.4,59.7,280.5,251.0,strawberry
Gimage021.jpg,53.1,55.9,273.1,285.3,strawberry
Gimage022.jpg,54.9,40.6,267.3,255.5,strawberry
Gimage023.jpg,51.7,57.5,259.1,262.9,strawberry
Gimage024.jpg,46.8,67.1,275.3,274.6,strawberry
Gimage025.jpg,77.3,41.5,268.4,297.2,strawberry
Gimage026.jpg,38.5,71.6,273.1,247.9,strawberry
Gimage027.jpg,60.7,60.4,266.6,276.0,strawberry
Gimage028.jpg,56.9,62.3,275.7,256.8,strawberry
Gimage029.jpg,74.2,44.7,250.4,265.0,strawberry
Gimage030.jpg,57.3,53.0,271.7,252.5,strawberry
Gimage031.jpg,48.7,68.3,277.9,245.0,strawberry
Gimage032.jpg,62.3,53.8,268.6,257.8,strawberry
Gimage033.jpg,70.1,51.6,257.7,272.9,strawberry
Gimage034.jpg,55.4,48.1,303.6,274.8,strawberry
Gimage035.jpg,45.2,70.5,272.8,257.5,strawberry
Gimage036.jpg,67.3,46.0,268.2,273.3,strawberry
Gimage037.jpg,51.6,64.2,250.8,249.6,strawberry
Gimage038.jpg,50.4,51.7,268.0,261.2,strawberry
Gimage039.jpg,49.4,65.8,293.5,255.7,strawberry
Gimage040.jpg,52.2,47.7,269.4,259.3,strawberry
Gimage041.jpg,66.4,43.4,261.1,255.8,strawberry
Gimage042.jpg,46.6,60.7,273.6,265.7,strawberry
Gimage043.jpg,66.5,46.1,282.0,300.0,strawberry
Gimage044.jpg,40.5,61.1,272.8,255.8,strawberry
Gimage045.jpg,48.3,48.2,263.4,262.0,strawberry
Gimage046.jpg,52.4,47.6,270.0,247.5,strawberry
Gimage047.jpg,69.5,45.0,274.3,268.8,strawberry
Gimage048.jpg,29.4,38.7,281.1,266.2,strawberry
Gimage049.jpg,61.4,49.6,267.2,272.5,strawberry
