image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,99.61,106.49,orange
Gimage01.jpg,90.96,111.87,orange
Gimage02.jpg,84.01,106.14,orange
Gimage03.jpg,82.05,105.03,orange
Gimage04.jpg,74.52,108.42,orange
Gimage05.jpg,73.42,108.56,orange
Gimage06.jpg,85.9,87.36,orange
Gimage07.jpg,98.04,67.76,orange
Gimage08.jpg,99.69,63.72,orange
Gimage09.jpg,86.58,80.94,orange
Gimage10.jpg,87.97,82.4,orange
Gimage11.jpg,71.98,142.87,orange
Gimage12.jpg,22.27,75.59,orange
Gimage13.jpg,77.87,117.83,orange
Gimage14.jpg,80.47,106.55,orange
Gimage15.jpg,75.23,115.75,orange
Gimage16.jpg,68.01,104.94,orange
Gimage17.jpg,54.54,81.72,orange
Gimage18.jpg,57.14,77.11,orange
Gimage19.jpg,73.47,84.83,orange
Gimage20.jpg,85.31,94.63,orange
Gimage21.jpg,83.05,100.4,orange
Gimage22.jpg,74.9,104.65,orange
Gimage23.jpg,74.01,99.64,orange
Gimage24.jpg,69.55,101.14,orange
Gimage25.jpg,55.91,133.04,orange
Gimage26.jpg,62.25,109.53,orange
Gimage27.jpg,32.17,82.45,orange
Gimage28.jpg,57.21,120.92,orange
Gimage29.jpg,27.65,84.64,orange
Gimage30.jpg,57.5,82.84,orange
Gimage31.jpg,55.7,81.75,orange
Gimage32.jpg,20.25,91.09,orange
Gimage33.jpg,14.55,52.03,orange
Gimage34.jpg,21.48,68.46,orange
Gimage35.jpg,29.65,82.18,orange
Gimage36.jpg,39.42,97.65,orange
Gimage37.jpg,53.47,92.81,orange
Gimage38.jpg,53.33,96.29,orange
Gimage39.jpg,57,90.51,orange
