image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,50.41,67.12,chicken
Gimage01.jpg,37.92,49.1,chicken
Gimage02.jpg,23.74,44.35,chicken
Gimage03.jpg,22.89,43.17,chicken
Gimage04.jpg,52.89,62.73,chicken
Gimage05.jpg,45.24,44.39,chicken
Gimage06.jpg,19.24,15.3,chicken
Gimage07.jpg,48.8,34.23,chicken
Gimage08.jpg,40.17,80.01,chicken
Gimage09.jpg,40.03,15.85,chicken
Gimage10.jpg,8.31,53.9,chicken
Gimage11.jpg,32.03,62.94,chicken
Gimage12.jpg,60.24,74.44,chicken
Gimage13.jpg,62.99,72.72,chicken
Gimage14.jpg,68.05,69.09,chicken
Gimage15.jpg,50.52,71.71,chicken
Gimage16.jpg,62.59,37.84,chicken
Gimage17.jpg,50.48,22.61,chicken
Gimage18.jpg,68.07,42.17,chicken
Gimage19.jpg,29.21,103.45,chicken
Gimage20.jpg,25.66,79.99,chicken
Gimage21.jpg,41.58,70.1,chicken
Gimage22.jpg,46.62,80,chicken
Gimage23.jpg,51.93,51.31,chicken
Gimage24.jpg,64.01,52.24,chicken
Gimage25.jpg,65.8,63.83,chicken
Gimage26.jpg,59.37,69.98,chicken
Gimage27.jpg,61.76,75.83,chicken
Gimage28.jpg,49.75,73.52,chicken
Gimage29.jpg,58.15,68.15,chicken
Gimage30.jpg,60.26,57.54,chicken
Gimage31.jpg,49.29,52.87,chicken
Gimage32.jpg,49.79,49.29,chicken
Gimage33.jpg,69.22,42.52,chicken
Gimage34.jpg,71.16,39.18,chicken
Gimage35.jpg,63.01,52.12,chicken
Gimage36.jpg,41.45,60.58,chicken
Gimage37.jpg,26.15,117.71,chicken
Gimage38.jpg,49.34,62.96,chicken
Gimage39.jpg,95.35,40.05,chicken
