image_name,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y
Gimage000.jpg,24.02537894139135,11.312460198720398,248.3647581667354,238.4766509568013,2,0.123420194,0.3327047,0.4772195,0.05008736,0.8376066,0.29872942,0.8439622,0.69252706,0.49373204,0.8811509,0.140044,0.69761634,0.44621348,0.203767,0.43289557,0.36245888,0.4284934,0.4985864,0.44100934,0.6312563,0.46193084,0.7712062,0.52689755,0.78188896,0.54329914,0.6358433,0.55184734,0.50615305,0.5399923,0.37318298,0.51681703,0.21927127
Gimage001.jpg,26.298632045607704,8.621723599462038,261.1670120349799,249.38247466085872,2,0.10807327,0.33511236,0.47167262,0.05911834,0.8387955,0.30618206,0.84447354,0.6867672,0.49265894,0.8959164,0.1269173,0.70770234,0.4392635,0.20958804,0.4242434,0.3685002,0.41997606,0.50510305,0.43311086,0.6373575,0.45658597,0.7769501,0.52545625,0.7906957,0.541124,0.6431033,0.5493392,0.5127241,0.53677803,0.3775344,0.51079404,0.222448
Gimage002.jpg,18.08810941081451,6.1678142824245965,271.6250836905058,244.67968837995522,2,0.119728625,0.33884805,0.47716388,0.044169188,0.83890915,0.286281,0.8453676,0.6846536,0.4958728,0.8984164,0.14279601,0.7116868,0.4453217,0.20635788,0.42896384,0.3690405,0.4239489,0.5078926,0.43655604,0.6395463,0.46034747,0.77777827,0.5299934,0.787639,0.54794085,0.6401536,0.556879,0.51197326,0.54359597,0.3772586,0.5178738,0.21893361
Gimage003.jpg,17.126409471519796,5.463307077854947,262.7370891530957,264.6637013326981,2,0.11654514,0.32961398,0.47540498,0.041260168,0.83851653,0.2979906,0.8493387,0.70489925,0.4953727,0.8875378,0.13461241,0.69042385,0.44134003,0.20174785,0.42632905,0.36226416,0.42197114,0.49838218,0.43614227,0.63022614,0.46008238,0.7709475,0.53084815,0.7821783,0.5477545,0.6360034,0.5558127,0.5062128,0.5431126,0.37161377,0.5178322,0.21530601
Gimage004.jpg,19.02180176343942,3.93801739465342,268.4375877230419,261.84373120453495,2,0.11393382,0.34035444,0.47714132,0.052830108,0.83963287,0.2867313,0.8439148,0.6763028,0.49315843,0.90463024,0.12984708,0.7444249,0.4406182,0.21329254,0.4226579,0.375207,0.4165307,0.51261806,0.42897505,0.6447232,0.4533054,0.7843992,0.52522916,0.79291123,0.5418588,0.6444699,0.55098844,0.5129783,0.539745,0.37656897,0.51645005,0.22017218
Gimage005.jpg,20.698022193395893,6.454309221245961,266.7697072328378,251.2377317347227,2,0.109248854,0.34110448,0.471955,0.050869524,0.840044,0.2756976,0.8529643,0.6815473,0.49773794,0.89570385,0.13449773,0.70040417,0.44054803,0.20915838,0.4262231,0.3680588,0.42181355,0.5032517,0.4361369,0.63436,0.46110892,0.7747971,0.5318115,0.78419006,0.5485294,0.63594306,0.5561124,0.5063428,0.54255956,0.37275586,0.51534086,0.2192219
Gimage006.jpg,17.026372250150732,10.42810773992113,256.6551521041398,241.58349655834616,2,0.12571114,0.34674075,0.48104423,0.056668818,0.84541476,0.28464523,0.84321105,0.6721369,0.497372,0.8856951,0.140656,0.7325176,0.4508863,0.20612374,0.43631998,0.36787656,0.43143383,0.5055702,0.442823,0.6375975,0.46461582,0.77534705,0.52667916,0.7837646,0.54233426,0.6369836,0.5514061,0.5070564,0.54076594,0.37278003,0.5183999,0.21778806
Gimage007.jpg,28.46152434933572,13.876303427982988,268.08664210673425,250.99129184352267,2,0.10946201,0.33921158,0.47416744,0.029550608,0.8334036,0.27972263,0.84141505,0.664617,0.4905387,0.88262576,0.123340525,0.7225998,0.43923315,0.1975956,0.42048174,0.36224836,0.41529733,0.5008904,0.42806244,0.6323843,0.4517366,0.7698829,0.5230063,0.77830297,0.53969073,0.6316252,0.54986346,0.50132215,0.53879416,0.36356118,0.5129525,0.20433633
Gimage008.jpg,18.141226493778195,8.766149270287123,254.42607271796732,246.11820596002036,2,0.11790534,0.32789394,0.47775942,0.05391784,0.8446436,0.30246025,0.85111,0.7053842,0.49403706,0.88201976,0.13454947,0.6942034,0.44466814,0.2046065,0.43144837,0.36262205,0.4264768,0.49875218,0.439169,0.6324809,0.4608403,0.7736168,0.53009546,0.7848997,0.5464686,0.6394014,0.5544053,0.50880075,0.5423013,0.37438124,0.51864374,0.22096698
Gimage009.jpg,15.775782380709812,5.8818267003107,259.89012052995736,284.2324353038174,2,0.11537705,0.35670844,0.4745106,0.045990475,0.8284295,0.2815795,0.836242,0.6644615,0.4950413,0.88800013,0.13449338,0.7299223,0.44214553,0.206738,0.42672768,0.36989716,0.42122778,0.50720495,0.43391362,0.63845456,0.45727682,0.7770643,0.5247835,0.7829241,0.5394393,0.6360378,0.5480549,0.5057355,0.5365609,0.37048706,0.5140513,0.21375579
