weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.59,0,0.28,0.04
0.59,0,0.07,0.06
0.6,0.01,0.25,0.06
0.59,0.01,0.41,0.07
0.59,0.01,0.49,0.07
0.6,0,0.53,0.43
0.58,0.01,0.05,0.18
0.58,0.01,0.31,0.05
0.59,0,0.44,0.01
0.59,0.03,0.5,0.04
0.59,0.02,0.54,0.06
0.58,0.02,0.05,0.07
0.59,0.02,0.31,0.07
0.59,0,0.06,0.07
0.58,0.01,0.25,0.07
0.57,0.02,0.41,0.07
0.58,0.01,0.49,0.07
0.59,0.01,0.53,0.07
0.59,0,0.55,0.07
0.59,0.01,0.56,0.07
0.6,0.01,0.56,0.07
0.61,0,0.57,0.07
0.6,0.02,0.07,0.43
0.61,0.01,0.18,0.18
0.6,0,0.31,0.55
0.6,0,0.13,0.24
0.61,0,0.35,0.08
0.6,0,0.46,0
0.6,0,1.01,0.04
0.58,0.01,0.79,0.05
0.58,0,0.18,0.06
0.6,0.01,0.37,0.07
0.6,0.01,0.47,0.07
0.6,0.01,0.52,0.07
0.59,0.01,0.54,0.07
0.57,0.01,0.56,0.07
0.56,0.02,0.56,0.07
0.58,0,0.57,0.07
0.58,0.01,0.57,0.07
0.57,0.01,0.07,0.57
0.57,0.01,0.32,0.32
0.58,0.01,0.44,0.2
0.58,0.01,0.51,0.14
0.56,0.01,0.54,0.11
0.58,0.02,0.05,0.59
0.58,0.01,0.31,0.33
0.59,0,0.44,0.3
0.59,0.01,0.5,0.11
0.59,0,0.54,0.02
0.69,0.01,0.55,0.03
1.45,0.37,0.06,0.55
3.3,1.93,0.19,0.81
5.74,4.27,0.81,1.44
8.29,6.64,1.62,1.76
10.93,8.98,2.03,2.42
13.63,11.53,2.73,3.25
16.2,14.09,3.08,4.16
18.99,16.73,4.26,4.62
22,19.53,4.34,5.35
25.22,22.33,5.39,5.71
28.54,25.22,5.91,6.39
31.83,31.37,7.17,7.23
34.98,34.35,7.8,8.15
38.09,37.33,8.62,9.11
41.1,40.25,9.52,10.09
43.98,42.97,10.48,11.08
46.86,45.66,11.45,12.08
49.68,48.53,11.94,13.08
52.32,51.3,12.69,14.08
55.13,54.17,14.06,15.07
58.17,57.1,15.25,16.07
61.28,60.04,16.34,17.57
64.68,63.07,17.88,18.82
68.23,66.48,18.66,19.95
71.59,73.12,19.54,21.51
74.68,76.2,20.49,22.79
77.64,79.09,21.96,23.93
80.61,81.95,23.7,25
83.48,84.65,25.06,26.54
86.41,87.53,25.75,26.81
88.28,89.96,25.59,27.44
88.22,90.45,26.01,27.26
87.78,89.97,25.72,27.17
87.42,89.55,25.58,27.12
87.11,89.18,25.5,27.1
86.83,88.88,25.97,27.59
86.6,88.44,25.2,27.33
86.36,88.25,25.32,27.2
86.14,88.08,25.37,27.14
85.96,87.91,25.4,27.11
85.81,87.74,25.42,27.09
85.65,87.58,24.92,27.08
85.53,87.42,25.18,27.08
85.4,87.27,24.8,26.58
85.29,87.13,24.62,26.33
85.17,86.98,24.52,26.2
85.06,86.83,24.98,26.14
84.94,86.71,25.2,26.11
84.84,86.48,25.32,26.59
84.71,86.34,24.87,25.83
83.65,85.16,23.65,24.45
80.7,81.73,23.04,23.76
77.06,77.86,21.74,22.42
73.23,74.43,20.58,21.25
69.45,71.28,19.01,20.16
65.69,68.05,17.72,18.62
62.02,64.69,16.08,17.35
58.41,61.28,14.75,16.21
54.64,57.77,13.59,15.14
51.03,54.09,12.51,13.61
47.7,50.71,10.97,12.34
44.52,44.34,10.2,11.21
41.56,41.35,9.32,10.14
38.65,38.5,8.37,9.61
35.56,35.57,7.4,8.34
32.43,32.63,6.92,7.71
29.45,29.81,5.67,6.89
26.39,26.91,5.05,5.98
23.29,23.96,3.74,5.03
20.18,21.06,3.59,4.05
16.98,18.11,3.01,3.06
14.21,15.25,2.22,2.57
11.76,12.85,1.83,2.32
9.34,8.27,1.63,1.7
6.92,5.96,1.03,0.89
4.44,3.5,0.73,0.48
2.61,1.61,0.08,0.28
1.43,0.41,0.24,0.68
0.77,0.01,0.41,0.37
0.59,0.02,0.49,0.22
0.58,0.01,0.53,0.15
0.6,0,0.55,0.11
0.6,0.01,0.56,0.09
0.58,0,0.56,0.08
0.59,0.01,0.57,0.08
0.59,0,0.57,0.08
0.58,0,0.57,0.08
0.57,0.01,1.07,0.57
0.58,0,1.32,0.32
0.59,0.02,0.94,0.2
0.6,0.01,1.26,0.14
0.59,0,0.91,0.39
0.6,0.01,0.74,0.16
0.6,0.01,0.65,0.04
0.61,0,0.61,0.02
0.61,0,0.59,0.04
0.6,0.01,0.58,0.06
0.59,0.02,1.07,0.07
0.58,0,0.32,0.07
0.59,0.01,0.44,0.07
0.58,0.01,0.51,0.07
0.59,0,0.54,0.07
0.6,0,0.05,0.07
0.59,0.01,0.31,0.07
0.59,0.02,0.44,0.07
0.59,0.02,0.5,0.07
0.59,0.01,0.54,0.07
0.59,0.01,0.55,0.07
0.59,0.01,0.56,0.07
0.59,0.02,0.56,0.07
0.59,0.02,0.57,0.07
0.59,0.02,0.57,0.07
0.59,0.03,0.57,0.07
0.58,0.02,1.07,0.07
0.58,0.01,0.82,0.07
0.59,0.01,0.69,0.07
0.6,0,0.63,0.07
0.6,0,0.6,0.07
0.6,0,0.58,0.43
0.6,0.02,1.08,0.18
0.6,0.02,0.82,0.55
0.59,0.02,0.7,0.74
0.59,0.02,0.63,0.33
0.59,0.01,0.6,0.63
0.58,0.01,0.58,0.78
0.58,0.01,0.58,0.35
