weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.6,0.04,0.17,0.18
0.6,0.05,0.05,0.19
0.62,0.04,0.16,0.31
0.62,0.04,0.29,0.56
0.61,0.04,0.01,0.68
0.6,0.02,0.13,0.74
0.61,0.02,0.2,0.77
0.6,0.02,0.23,0.79
0.59,0.02,0.25,0.8
0.6,0.01,0.26,0.3
0.61,0.01,0.26,0.55
0.6,0.02,0.27,0.18
0.61,0.03,0.23,0.01
0.6,0.04,0.02,0.1
0.6,0.04,0.14,0.15
0.6,0.03,0.21,0.33
0.61,0.03,0.24,0.57
0.6,0.02,0.25,0.69
0.59,0.01,0.01,0.24
0.6,0.02,0.14,0.52
0.6,0.04,0.2,0.16
0.6,0.02,0.24,0.02
0.59,0.01,0.25,0.11
0.59,0.02,0.26,0.35
0.59,0.04,0.26,0.58
0.59,0.02,0.27,0.69
0.6,0.01,0.27,0.25
0.61,0.02,0.27,0.53
0.6,0.01,0.27,0.67
0.6,0.01,0.27,0.23
0.59,0.01,0.27,0.02
0.58,0.0,0.27,0.09
0.59,0.01,0.27,0.36
0.59,0.01,0.27,0.58
0.59,0.01,0.27,0.69
0.59,0.01,0.23,0.25
0.81,0.21,0.02,0.47
2.03,1.21,0.36,0.83
4.42,3.06,1.04,1.52
7.42,5.43,1.89,1.86
10.54,8.07,2.31,2.53
13.66,10.75,3.02,2.86
16.72,13.4,3.88,4.03
19.66,18.46,4.3,4.61
22.64,21.1,5.02,5.4
25.59,23.74,5.87,6.3
28.57,26.41,7.3,7.25
31.62,29.08,8.02,7.72
34.89,31.85,8.87,8.46
38.51,34.81,10.3,9.83
42.39,38.05,11.52,11.01
46.36,41.57,12.62,12.1
50.05,45.01,13.68,13.15
53.76,48.24,14.7,14.67
57.44,51.57,16.22,15.43
60.84,57.79,17.47,16.81
64.36,60.98,18.6,18.01
67.78,64.19,20.17,19.6
71.04,67.28,21.45,20.9
74.67,70.56,23.09,21.55
78.58,73.94,24.91,22.87
82.74,77.46,26.82,25.03
87.01,81.22,28.28,26.61
91.3,85.15,30.5,27.91
95.48,88.92,32.12,29.55
99.64,92.63,34.42,31.37
103.7,96.41,36.08,32.78
107.57,103.54,37.4,34.49
111.62,107.22,39.07,36.34
115.48,110.73,41.4,38.27
119.26,114.21,43.07,39.73
123.34,117.91,44.9,41.46
127.47,121.59,46.82,43.33
131.77,125.36,49.27,45.26
136.57,129.66,51.5,47.23
141.42,134.09,53.62,49.21
146.11,138.43,55.67,51.2
150.57,142.65,58.2,53.2
154.92,146.59,60.47,55.2
159.22,150.55,63.1,57.7
163.62,158.41,65.42,59.95
167.82,162.32,66.57,60.57
169.64,164.04,66.65,60.88
169.16,163.53,66.19,61.54
168.5,162.81,65.96,61.37
167.97,162.21,65.85,60.78
167.51,161.71,66.29,60.49
167.11,161.28,66.51,60.34
166.76,160.89,66.12,60.27
166.42,160.53,65.93,60.23
166.12,160.19,65.83,60.21
165.84,159.87,65.78,59.7
165.57,159.29,65.76,59.45
165.32,159.03,65.24,59.82
165.08,158.79,65.49,60.01
164.87,158.57,65.61,59.6
164.67,158.35,65.67,59.4
164.46,158.13,65.2,59.3
164.26,157.92,64.97,59.25
164.06,157.72,64.85,59.22
163.9,157.54,64.29,59.21
163.43,157.36,63.01,57.7
160.37,156.36,60.87,56.45
154.84,152.56,58.8,54.32
149.2,143.13,55.77,51.76
143.88,138.39,53.25,49.48
138.66,133.53,50.99,47.34
133.59,128.77,48.36,44.77
128.35,123.89,46.05,42.48
122.95,118.84,43.39,40.34
117.55,113.83,41.56,38.27
112.49,108.98,39.15,36.23
108.01,104.7,36.94,34.21
103.67,100.68,34.34,32.2
99.32,96.61,32.03,30.2
94.97,92.6,30.38,28.2
90.46,88.59,28.56,25.7
86.08,80.5,26.64,23.95
81.69,76.44,24.19,22.57
77.43,72.51,22.96,20.88
73.42,68.89,20.85,19.04
68.97,64.9,19.29,18.12
64.44,60.85,17.51,17.16
60.37,57.14,15.62,15.68
56.73,53.91,14.18,13.94
53.13,50.73,12.95,12.57
49.18,47.35,11.34,11.38
45.28,43.66,10.54,10.79
41.68,40.4,9.63,9.49
38.13,34.47,8.18,8.84
34.59,31.45,6.96,8.02
31.15,28.51,6.34,7.11
27.66,25.5,5.04,6.15
24.23,22.55,4.38,5.67
21.14,19.84,3.56,4.93
18.46,17.49,2.64,4.07
15.93,15.26,2.19,3.63
13.58,13.1,1.46,2.91
11.42,11.13,1.1,2.55
9.1,9.15,0.91,1.88
7.07,7.04,0.32,1.04
5.43,5.46,0.03,0.62
3.95,2.82,0.62,0.41
2.58,1.58,0.94,0.2
1.35,0.5,1.11,0.5
0.66,0.0,1.19,0.65
0.55,0.03,1.23,0.73
0.56,0.03,1.25,0.27
0.57,0.03,1.26,0.54
0.57,0.02,1.26,0.67
0.58,0.02,1.27,0.24
0.58,0.02,0.77,0.52
0.59,0.02,1.02,0.66
0.59,0.0,1.14,0.23
0.59,0.01,0.71,0.52
0.59,0.01,0.49,0.66
0.58,0.02,0.88,0.73
0.6,0.01,0.57,0.77
0.6,0.01,0.92,0.79
0.6,0.01,1.09,0.8
0.6,0.03,0.68,0.8
0.58,0.03,0.98,0.8
0.57,0.02,1.12,0.8
0.58,0.02,0.7,0.8
0.6,0.03,0.98,0.8
0.6,0.02,1.13,0.8
0.6,0.02,1.2,0.8
0.61,0.02,1.23,0.3
0.6,0.01,0.75,0.55
0.59,0.0,1.01,0.68
0.59,0.02,0.64,0.74
0.6,0.01,0.95,0.77
0.61,0.02,1.11,0.79
0.61,0.04,0.69,0.8
0.6,0.02,0.98,0.8
0.59,0.01,1.12,0.8
0.58,0.01,0.7,0.8
0.59,0.02,0.48,0.8
