weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.0,0.0,0.13,0.11
0.01,0.0,0.33,0.02
0.02,0.01,0.57,0.08
0.01,0.01,0.19,0.39
0.01,0.0,0.01,0.12
0.01,0.01,0.4,0.01
0.01,0.02,0.6,0.07
0.01,0.02,0.2,0.39
0.01,0.01,0.0,0.63
0.0,0.01,0.1,0.74
0.01,0.02,0.35,0.8
0.0,0.01,0.58,0.83
0.01,0.0,0.69,0.34
0.0,0.01,0.75,0.6
0.01,0.01,0.77,0.23
0.0,0.0,0.29,0.54
0.0,0.01,0.54,0.2
0.0,0.01,0.17,0.03
0.0,0.0,0.49,0.06
0.0,0.0,0.14,0.1
0.01,0.01,0.03,0.38
0.0,0.01,0.39,0.62
0.0,0.01,0.59,0.24
0.0,0.02,0.7,0.05
0.01,0.01,0.75,0.05
0.01,0.0,0.78,0.09
0.01,0.0,0.79,0.12
0.0,0.02,0.3,0.13
0.0,0.03,0.55,0.14
0.0,0.02,0.68,0.14
0.01,0.01,0.24,0.14
0.01,0.0,0.52,0.14
0.02,0.0,0.66,0.14
0.01,0.01,0.73,0.14
0.01,0.01,0.77,0.14
0.09,0.34,0.78,0.14
1.03,1.6,0.29,0.64
3.21,3.64,0.45,1.39
6.06,6.07,1.33,2.27
9.17,8.69,2.26,2.7
12.29,11.36,3.23,3.42
15.3,13.91,3.71,4.28
18.29,16.49,4.46,5.21
21.21,19.02,5.33,5.68
24.17,21.63,6.26,5.91
27.05,24.22,6.73,7.02
30.05,26.83,6.96,7.58
33.21,29.53,8.08,8.36
36.67,35.26,9.14,9.25
40.35,38.44,10.67,10.7
44.23,41.88,11.93,11.92
47.98,45.25,13.07,13.03
51.56,48.38,14.13,13.59
55.19,51.61,15.66,14.86
58.65,54.76,16.93,16.0
62.01,57.7,18.06,17.57
65.48,60.8,19.63,18.86
68.69,63.98,20.41,20.0
72.0,67.03,22.31,21.07
75.57,70.2,23.75,22.61
79.51,76.82,25.48,24.37
83.91,80.72,26.84,25.76
88.44,84.83,28.52,27.95
92.73,88.7,30.36,29.55
96.91,92.44,32.78,30.84
101.04,96.17,34.49,32.49
104.96,99.81,35.84,33.82
108.82,103.21,37.52,35.98
112.97,106.85,39.36,37.56
116.88,110.59,41.28,38.85
120.8,114.1,43.24,41.0
124.98,117.84,44.72,42.57
129.13,121.59,47.46,44.35
133.59,129.48,50.33,46.25
138.48,133.99,52.76,48.69
143.34,138.43,54.98,50.42
148.05,142.73,57.09,52.78
152.46,146.75,59.14,54.46
156.76,150.7,61.17,56.8
160.94,154.46,63.68,58.47
165.31,158.37,65.44,59.81
168.66,162.29,65.82,60.97
169.05,164.16,65.51,60.56
168.34,163.68,65.35,60.35
167.76,162.94,65.78,60.75
167.27,161.8,65.99,60.44
166.85,161.31,65.59,60.29
166.48,160.89,65.4,60.22
166.13,160.52,65.3,60.18
