weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0.02,0.02,0.01
0.02,0.01,0.48,0.49
0,0,0.23,0.74
0.02,0,0.1,0.86
0,0.02,0.54,0.43
0.01,0,0.26,0.21
0.01,0,0.12,0.1
0.01,0.02,0.05,0.04
0,0.01,0.01,0.02
0,0.01,0.49,0.5
0.02,0.02,0.73,0.25
0.01,0.03,0.35,0.13
0,0.02,0.67,0.07
0,0.01,0.82,0.04
0.01,0.02,0.4,0.03
0.01,0.01,0.69,0.02
0,0.01,0.33,0.01
0.02,0.01,0.65,0.01
0.01,0,0.81,0.01
0.01,0,0.9,0.01
0,0,0.44,0.01
0.02,0,0.21,0.49
0.01,0.24,0.09,0.74
0.24,1.06,0.03,0.86
1.55,2.17,0,0.93
3.84,3.86,0.51,1.46
6.33,8.19,0.77,2.22
8.92,10.45,1.4,2.61
11.51,12.71,2.21,3.3
14.09,14.92,2.62,4.14
16.74,17.19,3.82,4.57
19.37,19.43,4.42,5.28
21.9,21.71,4.72,6.13
24.54,24.11,5.87,6.56
27.25,26.5,6.95,7.28
30.25,28.97,7.49,8.13
33.54,31.64,8.26,9.06
37.11,34.52,9.64,10.02
40.78,37.68,10.83,10.51
44.4,43.94,11.93,11.25
47.99,46.98,12.98,12.62
51.55,50.01,14,13.3
55,52.93,15.01,14.15
58.48,55.89,16.02,15.07
61.85,58.88,18.02,16.03
65.16,61.85,18.52,17.51
68.6,64.77,19.77,18.25
72.42,67.85,21.4,19.62
76.77,71.16,23.21,20.8
81.42,74.78,25.12,21.9
85.99,78.7,26.57,23.44
90.31,86.33,28.3,24.72
94.66,90.02,29.66,25.85
99.06,93.73,31.34,26.92
103.24,97.25,32.68,28.46
107.56,100.87,34.35,29.22
111.77,104.64,36.19,30.61
115.83,108.29,38.11,32.3
120.26,112.07,40.07,33.64
125.05,115.97,42.55,35.82
130.22,119.98,45.28,37.4
135.73,124.41,48.15,38.7
141.29,129.25,50.59,40.34
146.63,138.51,52.81,42.17
151.91,143.05,54.92,44.08
157.09,147.56,57.47,45.53
161.86,151.7,60.25,47.76
166.67,155.86,62.64,49.38
171.65,160.27,65.33,51.68
176.44,164.51,68.18,53.34
181.37,168.83,71.1,55.16
186.41,173.16,74.06,57.08
191.47,177.41,77.04,59.03
196.83,181.99,80.53,61.51
203,187.04,84.28,64.25
209.27,192.8,87.65,66.62
214.98,203.49,90.84,69.3
220.21,208.19,93.93,71.15
225.47,212.94,97.48,74.07
230.58,217.53,100.75,76.53
235.77,222.45,102.39,77.76
238.79,226.15,103.21,78.37
238.46,226.36,103.12,78.68
237.6,225.4,103.57,78.34
236.89,224.58,103.3,78.66
236.27,223.86,102.66,78.33
235.74,223.24,102.34,78.16
235.26,222.69,102.18,78.07
234.82,221.72,102.1,77.53
