weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0.01,0.39,0.29
0.02,0,0.39,0.16
0,0.02,0.11,0.11
0,0,0.14,0.25
0,0.01,0.27,0.07
0.01,0,0.33,0.23
0.01,0.01,0.36,0.19
0,0.02,0.37,0.1
0.01,0.02,0.38,0.26
0,0,0.11,0.06
0,0.01,0.14,0.23
0.01,0.01,0.26,0.31
0.02,0.01,0.33,0.35
0.01,0,0.14,0.37
0.01,0.01,0.12,0.38
0.01,0,0.26,0.38
0,0.01,0.32,0.38
0.01,0,0.36,0.39
0,0.01,0.37,0.39
0,0.01,0.38,0.39
0.01,0,0.39,0.39
0,0.01,0.39,0.39
0.02,0.21,0.39,0.39
0.03,0.98,0.39,0.11
0.68,2.12,0.11,0.36
2.5,3.82,0.36,0.99
4.97,5.93,0.98,1.3
7.52,8.16,1.3,1.96
10.14,10.42,1.95,2.28
12.74,12.71,2.78,2.95
15.32,14.92,3.2,3.78
17.97,17.19,3.9,4.7
20.52,19.45,4.76,5.15
23.16,24.15,5.18,5.88
25.84,26.53,5.9,6.75
28.72,29.06,6.75,7.18
32.03,31.93,7.68,7.9
35.54,34.91,9.15,8.75
39.2,38.07,10.38,9.68
42.9,41.27,11.49,10.65
46.74,44.51,13.05,11.63
50.53,47.79,13.83,12.62
54.06,50.9,14.72,14.12
57.6,53.86,15.66,14.86
61.05,56.93,16.64,15.74
64.41,59.94,18.12,16.68
67.95,66.08,19.87,17.64
71.89,69.39,21.24,18.63
76.21,72.86,22.92,20.12
80.86,76.64,24.27,21.37
85.67,80.82,26.44,22.49
90.37,84.9,28.02,24.05
94.92,88.76,29.82,25.33
99.32,92.55,31.71,26.97
103.46,96.09,33.16,28.29
107.85,99.66,34.89,29.45
112.07,103.48,37.25,30.53
115.95,107.14,38.93,32.07
120.37,114.6,40.77,33.34
125.3,118.69,42.69,34.98
130.55,123,45.15,36.8
135.95,127.6,47.88,38.7
141.35,132.23,50.24,40.16
146.71,136.8,52.93,41.89
152.07,141.44,55.27,43.75
157.37,146.1,57.94,45.68
162.25,150.48,60.77,47.15
167.15,154.67,63.19,49.38
172.14,159.06,66.4,51
177.2,163.42,69,52.8
182.43,168.04,71.31,55.21
187.44,176.81,74.46,57.41
192.67,181.47,78.03,60.01
198.51,186.68,81.82,62.31
204.95,192.55,85.22,64.96
211.13,198.2,88.41,67.29
216.69,203.33,92.01,69.95
222.16,208.23,95.31,72.28
227.41,213.16,98.46,74.95
232.55,217.79,101.53,77.78
237.36,222.66,102.57,78.7
238.99,226.42,103.09,79.15
238.24,226.77,103.35,78.88
237.46,225.03,103.48,78.25
236.79,224.32,103.54,77.93
236.21,223.71,103.58,77.77
235.69,223.15,102.59,77.19
235.23,222.63,102.1,77.4
234.81,222.17,102.36,77.51
234.41,221.72,102.48,77.56
