weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.02,0.01,0,0.27
0.01,0.01,0.19,0.61
0,0.01,0.22,0.29
0.01,0.01,0.08,0.12
0,0.02,0.23,0.54
0.01,0.01,0.2,0.75
0.01,0,0.41,0.35
0.02,0,0.52,0.65
0.03,0.01,0.07,0.81
0.02,0.01,0.35,0.38
0.01,0.01,0.49,0.67
0,0.01,0.56,0.81
0,0,0.09,0.88
0.01,0,0.36,0.92
0.01,0.01,0.49,0.94
0,0.01,0.56,0.95
0.01,0.01,0.59,0.95
0.01,0,1.11,0.95
0.01,0.01,0.87,0.96
0,0.01,0.75,0.96
0,0.03,0.19,0.96
0,0.01,0.41,0.46
0,0,0.52,0.71
0,0.02,0.57,0.33
0,0.01,0.6,0.14
0,0.01,0.61,0.05
0,0.02,0.62,0.5
0,0.02,0.62,0.23
0.17,0.18,0.62,0.09
1.23,1.13,0.13,0.03
3.23,2.87,0.12,0.51
5.49,4.74,0.75,0.78
7.87,6.7,1.56,1.41
10.3,8.76,2.47,1.73
12.89,10.87,2.92,2.38
15.74,13.1,4.15,3.21
18.86,15.53,5.26,4.13
22.19,21.01,5.82,5.09
25.59,23.91,6.6,5.56
29.08,26.89,7.48,6.8
32.51,29.86,8.43,7.42
35.82,32.71,9.9,8.23
39.01,35.47,10.64,9.14
42.25,38.27,11.01,10.09
45.41,41.12,12.19,11.07
48.49,43.91,12.78,11.55
51.64,46.63,14.58,12.8
55.16,49.48,15.48,13.92
59.18,52.58,16.42,14.98
63.49,59.78,18.4,16.01
67.81,63.6,20.39,17.53
71.85,67.09,21.88,18.79
75.95,70.62,23.13,20.41
80.05,74.2,24.75,21.73
83.93,77.54,26.06,22.89
87.93,81.01,27.72,24.46
91.73,84.53,29.55,25.75
95.4,87.87,30.96,27.4
99.42,91.3,33.17,28.72
103.73,94.85,34.77,30.38
108.43,98.59,36.57,32.21
113.38,102.7,38.47,34.13
118.32,111.39,40.42,35.59
123.02,115.51,43.4,37.81
127.79,119.71,45.89,39.43
132.56,123.96,48.13,41.24
137.06,127.88,50.25,43.14
141.55,131.75,52.31,44.59
145.94,135.75,54.34,46.32
150.26,139.58,56.86,48.18
154.93,143.74,58.62,50.11
159.58,147.97,61.5,52.08
164.41,152.06,63.93,54.56
169.78,156.55,66.65,56.8
175.4,166.62,70.01,58.92
180.85,171.55,72.69,61.48
185.91,176.2,75.53,64.26
190.83,180.69,78.45,66.65
195.64,185.11,81.41,68.35
200.43,189.38,83.89,71.2
205.13,193.96,85.13,72.12
207.21,197.05,85.25,72.58
206.67,197.09,85.31,72.81
205.91,196.25,85.34,72.93
205.29,195.55,85.86,72.49
204.74,194.93,85.62,71.76
204.25,193.9,85,70.9
203.83,193.45,85.18,71.97
0.6,0.01,0.5,0.22
0.59,0.02,0.25,0.36
0.59,0.02,0.12,0.44
0.6,0.01,0.06,0.03
0.59,0,0.03,0.26
0.59,0.01,0.52,0.13
0.59,0,0.26,0.18
0.59,0.01,0.13,0.16
0.61,0.01,0.06,0.16
0.61,0,0.03,0.33
0.61,0,0.02,0.41
0.6,0.02,0.01,0.45
0.59,0.01,0.5,0.47
0.61,0.01,0.25,0.48
0.6,0.01,0.12,0.01
0.6,0.01,0.06,0.26
0.62,0.01,0.03,0.39
0.6,0,0.02,0.45
0.6,0.01,0.51,0.02
0.59,0.01,0.25,0.76
0.6,0.02,0.37,0.12
0.61,0.01,0.19,0.31
0.61,0.01,0.09,0.4
0.61,0.01,0.05,0.44
0.6,0,0.02,0.47
0.6,0.01,0.01,0.48
0.61,0,0.01,0.48
0.59,0.01,0,0.49
0.76,0.03,0,0.01
1.86,0.57,0.5,0.26
3.89,2.04,0.75,0.88
6.17,5.79,1.37,1.7
8.54,7.82,1.69,2.1
10.95,9.87,2.34,2.31
13.45,11.98,3.17,2.91
16.21,14.24,3.59,3.71
19.33,16.74,4.79,4.61
22.64,19.45,5.4,5.06
26.05,22.3,6.7,6.28
29.58,25.28,7.85,6.9
33.01,28.27,8.42,7.7
36.34,31.18,9.71,9.11
39.59,34.04,10.86,9.81
42.75,39.57,11.93,10.66
45.86,42.36,12.96,11.58
48.86,45.11,13.48,12.55
51.96,47.88,14.24,13.53
55.6,50.87,15.62,15.02
59.73,54.2,17.31,16.26
64.08,57.89,19.15,16.89
68.29,61.66,20.58,18.2
72.29,65.24,21.79,19.35
76.32,68.69,23.39,20.93
80.35,72.21,24.7,22.22
84.12,75.61,26.35,23.37
88.05,82.36,28.17,24.94
91.84,85.78,29.59,26.22
95.54,89.16,31.29,27.37
99.62,92.76,32.65,28.94
104.05,96.46,34.82,30.22
108.78,100.45,37.41,32.37
113.76,104.74,39.21,33.94
118.73,109.21,41.6,35.72
123.56,113.44,43.8,37.12
128.34,117.68,45.9,39.31
133.05,121.86,47.95,41.41
137.6,125.92,49.97,42.96
142.17,129.83,51.99,44.74
146.64,137.94,54.49,46.62
151.14,142.08,56.75,48.57
155.95,146.44,59.37,50.54
160.73,150.62,62.19,53.02
165.88,155.11,65.09,55.77
171.48,160.1,68.05,58.14
177.15,165.23,71.52,60.82
182.55,170.21,74.26,63.17
187.59,174.9,76.63,65.34
192.69,179.43,78.81,67.42
197.57,183.98,81.91,69.47
202.51,188.32,84.45,71.99
206.52,196.27,85.23,72.75
207.27,196.55,85.61,72.63
206.48,195.7,85.81,72.57
205.8,195,85.9,72.54
205.22,194.42,85.45,72.52
204.72,193.87,85.73,72.52
204.28,193.39,85.36,72.51
203.85,192.94,85.18,72.51
0.6,0.02,0.51,0.11
0.59,0.01,0.12,0.19
0.59,0.01,0.08,0.15
0.6,0,0.32,0.17
0.59,0,0.03,0.16
0.59,0.01,0.38,0.17
0.59,0,0.55,0.17
0.6,0,0.64,0.33
0.6,0.01,0.68,0.42
0.6,0.01,0.21,0.46
0.58,0,0.03,0.48
0.58,0,0.15,0.49
0.59,0.01,0.21,0.5
0.59,0.01,0.26,0.5
0.59,0.01,0.01,0.5
0.6,0.01,0.14,0
0.6,0,0.29,0.25
0.61,0,0.01,0.12
0.6,0,0.13,0.19
0.59,0.01,0.2,0.35
0.59,0,0.24,0.42
0.61,0,0.26,0.46
0.61,0.01,0.26,0.02
0.6,0,0.27,0.26
0.59,0.01,0.27,0.38
0.59,0,0.27,0.06
0.6,0,0.27,0.28
0.6,0,0.27,0.39
0.65,0.04,0.27,0.05
1.4,0.71,0.23,0.78
3.2,2.23,0.48,1.14
5.37,4.05,1.1,1.32
7.65,5.94,1.91,1.91
10.04,7.94,2.32,2.2
