image_name,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y
Gimage00.jpg,67.45793924472862,40.4303523509409,276.76247529715914,292.95655542042886,6,0.11304132,0.32332116,0.47421068,0.080763206,0.8314681,0.32234105,0.8336927,0.6910158,0.4848864,0.92643565,0.1197592,0.71150887,0.43895325,0.2228536,0.42088413,0.38093615,0.41281122,0.5177528,0.42471462,0.6507583,0.44998312,0.7963115,0.5178863,0.8119658,0.5341492,0.66027904,0.54181916,0.5280306,0.53018504,0.39281136,0.50790125,0.23762041
Gimage01.jpg,63.54146042961679,42.94773912372386,291.4684175718693,286.3197880787222,6,0.10793003,0.3482826,0.46105298,0.09490624,0.81375027,0.34016705,0.8212379,0.72036034,0.47938767,0.9521523,0.11831182,0.7130671,0.42895502,0.24079765,0.4128775,0.39724556,0.40661496,0.5322487,0.4200899,0.66352725,0.4454158,0.8094997,0.5135532,0.8241972,0.5299061,0.672742,0.5367878,0.54403144,0.5226951,0.41152224,0.49705726,0.25764728
Gimage02.jpg,59.35516209698567,38.16874017529362,289.8727738231233,269.4164131371695,6,0.11928306,0.33526477,0.46605617,0.07243361,0.8293908,0.30585867,0.84297353,0.6985126,0.48494273,0.9205073,0.13089162,0.68778473,0.43722367,0.21254419,0.4237674,0.36946648,0.4183467,0.50638235,0.43046537,0.6400505,0.45329309,0.7856058,0.5204114,0.7998869,0.53777534,0.64865744,0.54476947,0.5175272,0.53100693,0.3829718,0.5042998,0.2293784
Gimage03.jpg,57.66966662719953,48.16233249766121,285.4148578074845,265.4807953164405,6,0.10373677,0.36698493,0.45758098,0.09748675,0.8276111,0.32286665,0.8347556,0.7262742,0.4735616,0.9540923,0.11251614,0.7242606,0.42547482,0.23871695,0.41096216,0.39788055,0.40457195,0.5366081,0.4169775,0.67202085,0.4399725,0.8187387,0.51147056,0.83008826,0.5299262,0.67766494,0.53755796,0.5445719,0.5243045,0.4085382,0.49821,0.25473365
Gimage04.jpg,63.43519763632245,43.70076199619266,276.62904137313984,243.37908954297785,6,0.13905475,0.34681046,0.48933846,0.07470556,0.84642154,0.29314768,0.85653627,0.68844604,0.5014806,0.91009,0.14881907,0.6879972,0.45927316,0.21379767,0.44588286,0.3694167,0.44002694,0.50400406,0.45150214,0.635616,0.47189307,0.778303,0.53878206,0.78950924,0.55771095,0.64016986,0.5657749,0.5115391,0.5530349,0.37991154,0.5285914,0.22848593
Gimage05.jpg,42.99376214328353,55.68410775098486,254.13353345882695,227.53634785793088,6,0.114364505,0.38862717,0.45231137,0.11253117,0.8041018,0.30885154,0.81955177,0.7213064,0.47732407,0.9447273,0.13173413,0.7204094,0.42647877,0.24207251,0.41598517,0.39921957,0.41175094,0.5358128,0.42510718,0.6697101,0.4476904,0.81556934,0.512509,0.8237451,0.52961266,0.6720203,0.53572404,0.5407563,0.5211605,0.40763426,0.49437946,0.25718707
Gimage06.jpg,52.75327478161929,39.5964722313966,277.0532260638522,235.42932007367813,6,0.11560056,0.35135558,0.47792047,0.08330235,0.8367648,0.3049596,0.8408452,0.69602793,0.48018178,0.9249052,0.1232812,0.7052431,0.44317222,0.22441441,0.42459744,0.38035813,0.41580907,0.5173691,0.42559266,0.6507781,0.44609165,0.79469275,0.51995534,0.80574775,0.5412281,0.65425414,0.5510824,0.5231047,0.5398909,0.38878334,0.5161258,0.23739019
Gimage07.jpg,57.845100552715216,33.93403824891866,257.1062665947519,242.65223619461344,6,0.1609571,0.33758938,0.49886703,0.07846485,0.8577382,0.31414524,0.8581276,0.6805778,0.5067629,0.9151164,0.1696439,0.69774336,0.46680516,0.2198245,0.4506928,0.3738206,0.4434312,0.50767213,0.45414376,0.6385175,0.47567567,0.7806793,0.5408485,0.7941883,0.55949026,0.64472085,0.56819534,0.51568997,0.5567803,0.38410383,0.533707,0.23316342
Gimage08.jpg,56.358121636736485,33.68350850337938,247.90508284092047,259.9054294411355,6,0.10809229,0.34743038,0.45958686,0.08739755,0.8288137,0.3117118,0.8463627,0.66706824,0.4950195,0.9141133,0.13108566,0.7156883,0.4282259,0.22594397,0.41505218,0.37968498,0.4113471,0.5136845,0.42673773,0.6436314,0.4547252,0.7846437,0.5256585,0.79580146,0.53759474,0.64725745,0.54180413,0.5175561,0.5262169,0.385237,0.49906498,0.23662162
Gimage09.jpg,54.46067883385368,50.5686295443873,225.64518463086614,269.29011850144906,6,0.12595451,0.35060948,0.47432694,0.09044544,0.8427299,0.3114136,0.85299176,0.66357005,0.5016017,0.929542,0.1376606,0.7411981,0.44110674,0.23060513,0.42550898,0.38695177,0.41969642,0.52153325,0.4337024,0.6513519,0.461094,0.7945963,0.53274834,0.80587995,0.5468795,0.6531362,0.5526249,0.5224426,0.53798103,0.38954246,0.5121654,0.23877555
