image_name,weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label
RBSimage000.jpg,428.5,300,38.4,69.4,361.2,360.5,roundbottlesmall
RBSimage001.jpg,424.9,296.3,42.6,67.2,356,355.4,roundbottlesmall
RBSimage002.jpg,422.7,293.6,33.8,71.3,358,356.9,roundbottlesmall
RBSimage003.jpg,422.4,293.8,43,66.8,353,352.4,roundbottlesmall
RBSimage004.jpg,413.5,285.3,40.7,66.3,343.5,342.8,roundbottlesmall
RBSimage005.jpg,427.8,298.9,36.7,76.6,361.6,360.6,roundbottlesmall
RBSimage006.jpg,419.7,290.5,31.5,68.8,355.2,353.8,roundbottlesmall
RBSimage007.jpg,450.9,322.3,35.1,92.2,383.7,383.1,roundbottlesmall
RBSimage008.jpg,429.9,301.7,53.9,65.3,361.2,360.8,roundbottlesmall
RBSimage009.jpg,441,312.8,55.9,80.9,372.9,372.2,roundbottlesmall
RBSimage010.jpg,438.8,310.6,56.1,75.2,370.3,369.7,roundbottlesmall
RBSimage011.jpg,437.7,309.6,55.9,70.2,369.4,368.6,roundbottlesmall
RBSimage012.jpg,439.9,311.9,33.5,72.1,372,371.9,roundbottlesmall
RBSimage013.jpg,444.3,316.1,53.6,59.2,377.2,377,roundbottlesmall
RBSimage014.jpg,434.7,306.9,44.5,66.1,368.4,368,roundbottlesmall
RBSimage015.jpg,495.8,367.2,28.9,72,429,428.5,roundbottlesmall
RBSimage016.jpg,469.9,341.5,28.2,93,401.1,401,roundbottlesmall
RBSimage017.jpg,469.5,341.6,24.8,77,400.2,401,roundbottlesmall
RBSimage018.jpg,463.6,335.8,47.1,42.3,394.8,394.4,roundbottlesmall
RBSimage019.jpg,450.6,322.5,46.1,61.8,383.3,383,roundbottlesmall
