weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.6,0.01,0.14,0.01
0.59,0.01,0.21,0.0
0.59,0.02,0.25,0.0
0.57,0.01,0.26,0.0
0.58,0.0,0.27,0.0
0.58,0.0,0.28,0.0
0.57,0.01,0.28,0.0
0.59,0.01,0.28,0.0
0.58,0.0,0.22,0.0
0.57,0.02,0.03,0.0
0.57,0.03,0.16,0.5
0.58,0.03,0.22,0.25
0.57,0.03,0.25,0.13
0.58,0.02,0.27,0.06
0.58,0.02,0.23,0.03
0.57,0.02,0.47,0.02
0.59,0.02,0.1,0.01
0.59,0.03,0.41,0.0
0.6,0.02,0.06,0.0
0.59,0.02,0.39,0.0
0.6,0.02,0.05,0.0
0.61,0.02,0.39,0.0
0.58,0.03,0.05,0.0
0.59,0.03,0.11,0.0
0.6,0.02,0.2,0.0
0.59,0.02,0.24,0.0
0.58,0.03,0.24,0.5
0.58,0.02,0.02,0.25
0.57,0.02,0.35,0.12
0.67,0.16,0.03,0.06
1.54,1.12,0.62,1.03
3.4,2.84,1.45,1.52
5.53,4.75,1.87,1.76
7.73,6.73,2.57,2.38
9.99,8.77,2.93,3.19
12.48,10.82,4.11,4.09
15.27,13.01,4.69,4.55
18.24,15.38,5.99,5.77
21.31,20.62,7.13,6.39
24.48,23.37,8.21,7.69
27.58,26.11,8.75,8.35
30.58,28.72,10.51,9.67
33.58,31.26,11.4,10.34
36.67,33.92,12.34,11.67
39.67,36.64,13.81,12.83
42.54,39.27,15.05,14.42
45.53,41.94,16.66,15.71
48.71,44.67,17.97,16.85
52.24,47.62,19.63,17.93
56.06,50.84,21.95,19.46
59.92,54.31,23.62,21.23
63.56,61.03,24.95,23.12
67.22,64.27,27.12,24.56
70.95,67.47,29.2,26.28
74.54,70.46,30.74,28.14
78.12,73.56,32.51,30.07
81.57,76.92,34.9,32.03
84.88,80.04,37.09,34.52
88.45,83.17,39.19,36.26
92.22,86.56,41.23,38.13
96.33,90.07,44.26,40.06
100.83,93.73,46.27,42.53
105.35,97.71,49.28,45.27
109.54,105.87,52.28,47.63
113.84,109.86,54.78,50.32
118.11,113.65,56.53,53.16
122.0,117.23,59.41,55.58
126.01,120.73,61.34,58.79
130.19,124.27,63.81,60.89
134.12,127.67,66.55,62.95
138.24,131.27,69.41,65.47
142.51,135.19,71.35,68.74
146.81,139.16,74.32,70.87
151.75,143.38,76.8,73.93
156.75,148.01,79.04,76.97
161.72,157.33,82.66,79.48
166.49,161.61,84.97,81.74
171.06,165.74,87.13,84.87
175.56,169.79,90.2,86.94
179.91,173.57,92.74,89.47
184.42,177.61,94.01,91.23
187.1,180.77,94.65,91.62
186.88,181.07,93.96,92.31
186.2,180.19,93.62,92.15
185.59,179.43,93.95,92.08
185.02,178.81,94.12,92.04
184.49,178.29,93.7,91.52
184.03,177.84,92.99,91.26
183.62,177.05,92.64,91.13
183.3,176.66,92.96,90.56
182.97,176.3,93.62,90.28
182.56,176.02,92.95,90.64
182.24,175.75,93.12,90.82
181.96,175.44,92.7,90.91
181.68,175.16,92.99,90.46
181.37,174.91,92.14,90.73
180.97,174.73,91.71,90.36
180.65,174.59,92.5,90.18
180.43,174.37,92.39,89.59
180.24,174.15,92.34,89.3
179.95,173.59,90.81,88.15
177.87,171.45,88.55,86.07
172.78,166.79,85.91,83.54
167.19,161.62,84.1,81.27
161.93,156.74,81.19,78.63
156.61,151.8,77.24,75.82
151.37,146.96,75.26,72.41
146.01,141.97,72.77,69.2
140.61,136.81,69.03,65.6
135.11,131.63,65.65,63.3
129.9,126.46,63.47,60.15
125.16,122.12,60.37,57.08
120.54,113.86,57.33,55.04
116.39,109.94,55.81,52.02
112.25,106.0,53.04,49.01
107.99,101.99,50.16,46.5
103.83,98.08,47.22,44.25
99.68,94.36,44.25,41.63
95.46,90.68,42.27,38.81
91.32,86.88,39.27,36.41
87.05,83.09,36.78,33.7
82.57,79.01,34.53,31.35
78.53,75.04,32.41,29.68
74.95,71.68,30.34,27.84
71.47,68.64,27.31,25.42
67.68,61.94,25.8,23.21
63.92,58.46,23.54,21.1
