weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.61,0.01,0.5,0.01
0.62,0,0.69,0
0.61,0.02,0.28,0
0.6,0.02,0.08,0.5
0.61,0.02,0.02,0.25
0.61,0.01,0.07,0.63
0.6,0.02,0.1,0.31
0.61,0.01,0.11,0.16
0.6,0.01,0.12,0.58
0.59,0.02,0.12,0.29
0.6,0.02,0.62,0.15
0.61,0.01,0.37,0.57
0.61,0.01,0.25,0.29
0.61,0.01,0.19,0.14
0.61,0.01,0.16,0.07
0.6,0,0.14,0.54
0.61,0.01,0.13,0.77
0.62,0.02,0.13,0.38
0.61,0.02,0.63,0.19
0.61,0,0.38,0.6
0.61,0.01,0.25,0.8
0.62,0.01,0.19,0.4
0.61,0.02,0.16,0.2
0.6,0,0.64,0.1
0.59,0.01,0.38,0.05
0.58,0.02,0.25,0.03
0.58,0.03,0.19,0.01
0.57,0.02,0.16,0.51
0.58,0.04,0.64,0.25
0.6,0.02,0.12,0.13
0.99,0.51,0,0.44
2.44,1.83,0.94,0.72
4.44,3.6,0.91,1.36
6.58,5.49,1.39,1.68
8.79,7.47,2.13,2.34
11.18,9.44,3,3.17
13.71,11.53,4.44,3.58
16.44,13.71,5.66,4.29
19.35,18.72,6.77,5.15
22.35,21.38,7.32,6.57
25.47,24.1,8.6,7.79
28.55,26.76,9.74,8.39
31.57,29.36,10.81,9.7
34.51,31.89,11.84,10.35
37.41,34.45,13.36,11.17
40.28,37.01,14.12,12.59
43.24,39.54,15.5,13.79
46.34,42.2,16.69,15.4
49.83,44.99,18.78,16.7
53.54,48.06,20.33,18.35
57.31,54.79,22.1,19.67
61.15,58.11,24.49,21.84
64.8,61.4,26.18,23.42
68.53,64.75,28.53,25.21
72.19,67.98,30.2,27.1
75.84,71.12,32.04,29.05
79.41,74.34,33.96,30.53
82.77,77.49,35.92,32.76
86.39,80.71,37.9,34.88
90.25,84.12,40.39,36.94
94.4,87.63,43.13,38.97
98.81,91.4,45.5,41.48
103.23,95.37,48.19,44.24
107.56,103.33,51.03,46.12
111.78,107.1,52.95,48.56
115.84,110.77,55.91,50.78
119.82,114.14,58.89,52.89
123.9,117.57,60.88,55.44
127.95,121.25,63.38,58.72
131.75,124.83,66.13,60.86
135.66,128.4,68,63.43
139.82,132.13,70.44,65.71
144.11,135.83,73.16,69.36
148.88,139.9,76.02,71.68
153.71,144.52,79.45,74.34
158.73,153.83,81.66,77.17
163.6,158.18,83.77,80.08
168.2,162.35,86.32,82.54
172.64,166.52,88.6,85.77
177.08,170.5,91.74,87.88
181.75,174.68,92.81,89.94
184.63,178.03,93.34,90.47
184.44,178.68,93.61,90.73
183.63,177.98,93.74,90.87
183.09,177.31,93.81,89.93
182.8,176.7,94.34,89.47
182.52,176.08,93.61,89.73
182.12,175.2,93.24,89.87
181.76,174.86,92.56,89.43
