weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0.0,0.1,0.01
0.01,0.0,0.17,0.34
0.0,0.01,0.22,0.51
0.0,0.0,0.26,0.6
0.01,0.02,0.5,0.65
0.01,0.01,0.61,0.67
0.01,0.0,0.67,0.18
0.01,0.0,0.7,0.43
0.01,0.0,0.22,0.56
0.0,0.01,0.48,0.63
0.01,0.02,0.11,0.66
0.0,0.01,0.08,0.67
0.02,0.01,0.33,0.68
0.02,0.0,0.53,0.69
0.01,0.01,0.13,0.69
0.0,0.0,0.07,0.69
0.0,0.01,0.17,0.19
0.01,0.0,0.22,0.44
0.01,0.0,0.24,0.56
0.0,0.01,0.25,0.63
0.0,0.01,0.49,0.66
0.0,0.01,0.61,0.67
0.0,0.0,0.67,0.68
0.0,0.01,0.7,0.69
0.01,0.01,0.72,0.69
0.0,0.02,0.23,0.69
0.0,0.01,0.02,0.69
0.0,0.01,0.14,0.19
0.01,0.02,0.2,0.44
0.0,0.01,0.24,0.56
0.0,0.02,0.25,0.63
0.0,0.01,0.26,0.16
0.02,0.01,0.24,0.42
0.03,0.01,0.01,0.56
0.03,0.03,0.14,0.12
0.02,0.04,0.2,0.41
0.07,0.04,0.23,0.05
0.93,0.61,0.75,0.63
3.0,4.23,1.01,1.47
5.53,6.46,1.64,1.89
8.15,8.79,2.45,2.6
10.78,11.14,2.86,3.46
13.37,13.45,3.56,3.88
15.85,15.69,4.91,4.6
18.27,17.92,5.59,5.45
20.71,20.16,6.93,5.88
23.27,22.44,7.6,6.6
26.05,24.82,8.93,8.45
28.98,27.33,10.1,9.88
32.16,29.99,11.68,11.1
35.42,35.87,12.47,12.2
38.52,38.65,13.87,13.26
41.69,41.51,15.07,14.28
44.97,44.36,16.67,15.8
48.06,47.02,17.97,17.05
51.14,49.7,19.62,18.68
54.16,52.6,21.44,20.0
56.99,55.44,22.85,21.15
60.03,58.33,24.56,23.23
63.33,61.13,25.91,25.27
66.9,64.06,27.59,27.29
70.59,67.27,29.43,28.8
74.29,70.65,31.85,30.06
77.93,77.35,33.56,32.18
81.65,80.71,35.91,34.75
85.23,83.91,38.09,36.53
88.59,86.95,40.18,38.42
91.91,90.02,41.72,40.37
95.24,93.18,42.99,41.34
98.49,96.17,45.13,42.82
101.91,99.28,46.7,45.57
105.58,102.51,48.98,47.94
109.18,105.81,51.62,50.62
113.28,109.44,53.95,52.97
117.68,113.35,56.11,55.14
121.93,121.13,58.19,57.72
125.81,124.75,60.23,60.02
129.56,128.35,62.75,61.66
133.31,131.87,64.51,63.49
136.95,135.23,65.89,65.9
140.46,138.81,67.58,68.1
142.48,141.53,68.42,67.71
142.29,141.84,68.34,67.51
141.75,141.17,68.3,67.41
141.38,140.58,67.79,67.86
141.03,140.04,68.03,67.59
140.69,139.64,67.65,67.95
140.42,138.97,67.46,68.13
140.13,138.69,67.86,67.72
139.83,138.43,68.06,67.02
139.58,138.18,67.16,67.16
139.37,137.93,67.22,67.74
139.16,137.7,67.74,67.02
138.95,137.5,67.5,66.67
138.75,137.32,66.88,66.99
138.57,137.12,67.08,66.15
138.4,136.94,66.17,66.73
138.23,136.76,66.72,66.52
138.08,136.61,66.49,65.92
137.93,136.44,66.38,66.11
137.68,136.01,65.82,64.71
135.88,134.01,64.04,63.01
131.59,129.71,62.16,60.66
126.78,125.26,59.71,58.49
122.24,121.07,57.99,56.4
117.82,117.01,55.13,54.35
113.45,112.98,52.7,51.83
109.06,108.83,49.98,48.57
104.49,104.59,48.12,45.94
99.99,100.26,46.19,44.13
95.94,96.18,43.73,42.22
92.07,92.52,42.0,39.76
88.46,85.54,39.63,37.54
84.94,82.15,36.95,35.42
81.34,78.78,34.61,33.37
77.67,75.32,32.94,31.34
74.17,72.07,31.1,29.32
70.66,68.92,29.18,27.32
67.12,65.6,27.23,25.81
63.78,62.5,25.75,24.06
60.2,59.38,24.01,21.69
56.55,55.91,21.64,20.5
53.3,52.68,20.45,19.4
50.34,49.83,18.36,17.86
47.38,44.48,16.31,16.08
44.22,41.49,14.79,14.2
40.95,38.38,13.03,12.75
37.88,35.6,11.65,11.53
34.93,32.99,10.46,10.42
32.05,30.43,9.36,8.87
29.2,27.97,7.81,7.59
26.32,25.52,6.54,6.45
23.35,22.99,5.4,5.38
20.48,20.46,4.33,4.35
17.89,18.19,3.8,3.83
15.47,16.18,3.03,3.07
13.1,14.21,2.15,2.69
10.77,10.2,1.21,2.0
8.07,7.82,0.24,1.16
5.6,5.74,0.25,0.23
3.48,3.99,0.99,0.23
1.68,2.41,1.86,0.46
0.34,1.08,1.8,0.57
0.08,0.15,1.77,0.63
0.07,0.11,1.75,1.16
0.07,0.08,1.74,1.43
0.06,0.05,1.74,1.56
0.05,0.04,1.24,1.62
0.04,0.03,1.48,1.16
0.04,0.01,1.11,0.92
0.03,0.01,1.42,1.31
0.02,0.02,1.58,1.5
0.02,0.0,1.16,1.09
0.01,0.02,1.44,1.39
0.0,0.0,1.59,1.04
0.01,0.01,1.66,0.86
0.03,0.0,1.7,1.28
0.03,0.01,1.72,0.98
0.01,0.01,1.72,0.84
0.0,0.01,1.73,0.76
0.0,0.0,1.73,1.23
0.02,0.01,1.23,0.96
0.01,0.01,1.48,0.82
0.0,0.0,1.61,1.26
0.01,0.01,1.67,0.97
0.0,0.01,1.7,0.33
0.01,0.01,1.22,0.51
0.01,0.0,1.48,0.6
0.0,0.0,1.1,0.64
0.01,0.02,0.92,0.17
0.01,0.02,0.83,0.43
