weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.61,0.01,0.35,0.16
0.61,0.02,0.17,0.6
0.6,0.03,0.09,0.31
0.59,0.01,0.04,0.17
0.6,0.01,0.02,0.1
0.61,0,0.51,0.07
0.61,0,0.24,0.45
0.61,0.01,0.38,0.71
0.6,0.02,0.19,0.34
0.6,0.02,0.6,0.15
0.6,0.02,0.3,0.56
0.6,0.02,0.65,0.26
0.61,0.01,0.33,0.11
0.6,0.01,0.16,0.04
0.59,0.02,0.08,0.5
0.6,0.01,0.04,0.24
0.6,0.02,0.02,0.1
0.6,0.01,0.01,0.53
0.6,0.02,0.51,0.25
0.6,0.01,0.25,0.11
0.6,0,0.63,0.04
0.6,0,0.32,0
0.61,0,0.16,0.02
0.61,0.01,0.08,0.02
0.6,0.03,0.04,0.47
0.6,0.03,0.02,0.22
0.6,0.03,0.01,0.09
0.6,0.03,0.01,0.53
0.6,0.03,0.5,0.25
0.59,0.02,0.25,0.11
0.76,0.02,0.13,0.46
1.83,0.53,0.06,0.75
3.76,3.71,0.97,1.39
5.91,5.68,1.48,1.71
8.11,7.71,2.24,2.37
10.37,9.67,3.12,2.7
12.93,11.7,4.06,3.37
15.7,13.97,4.53,4.2
18.62,16.45,5.76,5.12
21.62,19.05,6.38,6.08
24.73,21.75,7.69,7.05
27.8,24.44,9.34,8.04
30.81,27.08,10.67,9.54
33.84,29.74,11.83,10.79
36.86,35.04,12.92,11.91
39.82,37.67,13.96,12.97
42.85,40.3,14.98,13.5
45.98,43.09,16.49,14.77
49.35,46.05,18.24,16.4
53.1,49.16,20.12,17.72
57.15,52.6,22.06,19.88
61.05,56.23,24.03,21.45
64.71,59.54,25.51,23.24
68.43,62.83,27.76,25.14
72.02,66.11,29.88,26.59
75.53,69.19,31.94,28.81
79.15,75.58,33.97,30.92
82.58,78.74,36.48,32.48
86.15,81.97,38.24,34.76
89.88,85.34,40.62,36.89
93.86,88.86,43.31,39.46
98.16,92.65,45.15,41.75
102.76,96.76,47.58,43.89
107.28,100.93,50.79,46.46
111.65,104.93,53.39,49.25
115.93,108.81,55.7,51.64
119.98,112.57,58.85,53.84
124.03,116.06,61.42,56.94
128.15,123.31,62.71,58.98
132,126.83,65.35,61.51
135.81,130.7,68.18,63.27
140.07,134.75,71.09,66.15
144.62,138.72,74.04,69.09
149.43,143.01,76.52,72.56
154.48,147.53,79.76,75.3
159.51,152.05,81.38,78.17
164.26,156.53,83.69,81.1
168.78,160.69,86.84,83.07
173.36,164.76,88.92,85.55
177.66,168.75,91.46,88.29
182.17,172.75,93.23,89.66
185.31,179.38,93.61,90.35
185.43,179.17,93.31,91.19
184.68,178.39,94.15,91.11
184.08,177.76,94.08,90.57
183.57,177.21,93.04,90.8
183.14,176.74,93.02,89.92
182.75,176.3,92.01,89.98
182.37,175.91,92.5,90
