weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0.0,0.24,0.14
0.0,0.01,0.25,0.32
0.02,0.0,0.25,0.09
0.02,0.01,0.25,0.29
0.01,0.01,0.26,0.39
0.0,0.0,0.26,0.06
0.0,0.01,0.26,0.22
0.01,0.01,0.26,0.36
0.01,0.01,0.26,0.43
0.0,0.0,0.26,0.46
0.01,0.0,0.26,0.02
0.0,0.01,0.26,0.26
0.0,0.0,0.26,0.12
0.0,0.01,0.26,0.19
0.0,0.03,0.26,0.35
0.0,0.03,0.26,0.07
0.0,0.01,0.26,0.28
0.0,0.0,0.26,0.39
0.0,0.01,0.26,0.06
0.0,0.01,0.26,0.28
0.0,0.0,0.26,0.11
0.01,0.01,0.26,0.3
0.0,0.01,0.26,0.1
0.01,0.0,0.76,0.3
0.02,0.01,0.51,0.1
0.01,0.01,0.12,0.3
0.0,0.01,0.07,0.4
0.01,0.01,0.66,0.05
0.01,0.01,0.46,0.22
0.01,0.01,0.36,0.36
0.02,0.01,0.31,0.07
0.02,0.0,0.28,0.29
0.01,0.01,0.27,0.4
0.01,0.01,0.26,0.45
0.02,0.01,0.24,0.48
0.02,0.03,0.01,0.01
0.01,0.03,0.13,0.25
0.43,1.0,0.19,0.38
2.05,2.8,0.27,0.94
4.44,4.94,1.01,1.72
7.04,7.24,1.88,2.11
9.55,9.49,2.81,3.31
11.98,11.67,3.78,3.41
14.41,13.83,4.26,4.46
16.8,16.01,5.0,4.98
19.17,18.24,5.87,5.74
21.64,20.47,6.81,7.12
24.34,22.8,8.28,8.31
27.23,25.29,9.01,9.41
30.28,30.73,10.38,10.46
33.49,33.77,11.06,11.48
36.69,36.73,12.4,12.99
39.79,39.52,14.57,14.25
43.0,42.26,16.16,15.38
46.12,44.99,17.45,16.44
49.2,47.57,18.6,17.97
52.34,50.25,20.17,19.24
55.28,53.02,21.96,21.37
58.29,55.76,23.35,22.94
61.47,58.65,25.05,24.22
64.98,61.64,26.9,25.86
68.81,68.25,28.82,27.68
72.69,71.77,30.28,30.09
76.38,75.08,33.01,32.3
79.88,78.26,35.38,33.9
83.35,81.42,37.06,35.7
86.75,84.5,38.9,37.6
90.17,87.5,40.82,39.05
93.62,90.65,42.28,40.78
96.84,93.73,44.01,42.64
100.2,96.74,45.88,45.07
103.8,99.97,47.81,47.29
107.46,103.26,50.28,48.9
111.43,106.68,52.51,50.7
115.66,114.21,54.63,53.1
119.81,118.08,56.69,56.3
123.78,121.78,58.71,59.4
127.46,125.31,61.23,60.95
131.18,128.83,62.99,62.73
134.82,132.21,64.86,65.62
138.56,135.73,66.8,67.06
141.33,139.2,67.77,67.78
141.63,140.76,67.26,68.14
140.99,140.35,67.5,67.82
140.47,139.76,67.62,67.16
140.05,139.3,66.68,67.83
139.72,138.51,66.21,68.17
139.44,138.16,66.98,67.34
139.15,137.86,66.86,67.42
