weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0.02,0.4,0.47
0,0.02,0.68,0.34
0.01,0.03,0.82,0.27
0.01,0.05,0.89,0.24
0,0.04,0.92,0.72
0,0.04,0.94,0.46
0.01,0.04,0.95,0.34
0.01,0.03,0.95,0.27
0,0.03,0.96,0.26
0.01,0.04,0.96,0.03
0.01,0.04,0.96,0.09
0.02,0.05,0.96,0.15
0.01,0.03,0.46,0.18
0,0.03,0.71,0.19
0.01,0.04,0.83,0.2
0.02,0.04,0.9,0.2
0,0.05,0.43,0.21
0,0.05,0.69,0.21
0.02,0.04,0.83,0.21
0.01,0.06,0.89,0.21
0.01,0.06,0.92,0.21
0.01,0.05,0.44,0.21
0.02,0.07,0.7,0.21
0.01,0.08,0.33,0.21
0.24,0.03,0.64,0.21
1.64,0.7,0.2,0.21
3.97,2.38,1.12,1.21
6.39,4.37,1.58,2.21
8.88,6.44,1.81,2.71
11.34,8.51,2.43,3.46
13.79,10.51,3.23,3.83
16.26,12.55,4.14,4.52
18.72,14.6,5.09,4.86
21.25,18.89,5.57,6.04
23.85,21.08,6.8,6.62
26.62,23.4,7.42,7.41
29.71,25.97,9.23,8.31
33,28.67,10.64,9.76
36.44,31.56,11.84,10.98
40.01,34.59,12.94,11.59
43.62,37.65,14.49,12.9
47.22,40.69,15.77,14.05
50.74,43.67,17.4,15.13
54.14,46.57,18.72,16.17
57.46,49.45,20.38,17.19
60.76,52.38,22.21,18.7
64.29,58.31,24.13,20.45
68.1,61.51,26.58,21.83
72.23,64.83,28.81,24.02
76.67,68.46,31.93,25.61
81.2,72.45,34.48,27.91
85.52,76.3,36.76,30.06
89.76,79.96,39.9,32.63
94,83.62,42.47,34.92
98.01,87.17,44.26,36.56
102.01,90.57,46.65,38.89
106.05,94.14,48.85,41.55
109.82,97.68,50.94,43.88
113.73,104.9,53.99,45.54
118,108.62,56.52,48.37
122.53,112.45,59.78,51.29
127.41,116.61,63.91,54.25
132.53,121.11,67.48,57.23
137.48,125.45,70.26,60.22
142.35,129.68,73.65,62.71
147.07,133.84,76.35,65.46
151.59,137.91,79.19,68.33
156.16,141.82,82.12,71.27
160.9,145.9,85.08,73.74
165.35,150,87.56,76.47
170,158.05,91.3,78.84
174.82,162.27,93.67,82.02
179.5,166.52,96.86,85.12
184.72,171.17,99.95,88.16
190.74,176.22,102.5,92.18
196.85,181.45,104.77,95.7
202.29,186.47,106.91,98.95
207.35,191.22,108.47,101.58
212.48,195.95,110.26,104.39
217.42,200.4,112.15,106.8
222.54,204.93,113.6,108
225.85,209.45,113.82,108.11
225.76,211.32,113.93,108.66
224.93,210.4,113.99,108.43
224.24,209.68,113.01,108.82
223.64,209.06,113.03,108.01
223.07,208.55,112.54,108.61
222.55,208.09,112.79,108.41
222.06,207.65,112.92,108.31
