weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0,0.01,0.49,0.47
0.01,0,0.22,0.49
0,0.01,0.59,0.5
0.01,0,0.27,0
0,0.01,0.11,0.26
0,0.01,0.03,0.38
0.01,0,0.01,0.05
0.01,0,0.03,0.23
0.01,0.01,0.04,0.13
0,0.02,0.54,0.31
0.01,0.01,0.79,0.1
0,0.01,0.42,0.2
0.02,0.01,0.23,0.34
0.01,0,0.64,0.42
0,0.01,0.84,0.45
0.01,0,0.45,0.47
0,0,0.25,0.48
0,0,0.1,0.49
0.01,0.01,0.03,0.01
0.01,0.01,0.01,0.26
0,0,0.03,0.12
0,0.01,0.46,0.3
0,0,0.21,0.1
0,0.01,0.08,0.31
0.01,0,0.02,0.09
0.02,0.02,0.48,0.29
0,0.01,0.22,0.39
0.01,0.01,0.09,0.06
0,0,0.02,0.22
0.01,0.01,0.01,0.35
0,0,0.03,0.42
0,0.01,0.54,0.46
0.01,0,0.29,0.03
0.01,0.01,0.17,0.27
0.01,0,0.11,0.39
0.02,0,0.08,0.45
0,0,0.06,0.48
0,0.01,0.05,0.01
0.01,0.01,0.05,0.25
0,0,0.45,0.38
0.02,0.01,0.7,0.44
0.02,0.02,0.83,0.02
0.02,0.01,0.39,0.24
0.02,0.01,0.17,0.38
0.28,0.26,0.56,0.44
1.49,1.41,0.76,0.98
3.36,3.13,1.36,1.24
5.54,5.05,1.65,1.87
7.95,7.07,2.3,2.69
10.62,9.22,3.13,3.1
13.32,11.62,3.54,4.3
15.93,14.08,4.25,5.41
18.47,16.45,5.1,6.46
21.02,21.2,6.53,6.98
23.44,23.46,7.74,7.75
25.9,25.77,8.35,8.63
28.49,28.26,9.15,10.07
30.98,30.68,9.55,10.79
33.49,33.09,11.25,11.65
36.16,35.53,12.6,12.58
39.07,38.03,14.28,14.04
42.22,40.78,15.12,15.78
45.41,43.73,17.03,16.64
48.47,46.58,17.99,18.08
51.49,49.34,19.97,19.79
54.45,52.07,21.46,20.65
57.36,57.31,22.71,22.08
60.18,59.89,24.33,23.29
63.06,62.55,25.14,24.9
65.81,65.16,26.55,26.7
68.58,67.9,28.25,28.61
71.59,70.68,30.1,30.06
74.72,73.45,32.03,31.28
78.1,76.38,33.49,32.4
81.48,79.54,34.72,34.45
84.9,82.83,36.84,35.48
88.27,85.82,37.9,37.99
91.32,88.65,39.92,39.25
94.3,94.19,41.44,40.88
97.19,96.91,42.2,43.19
100.24,99.91,44.07,43.85
102.58,102.4,44.01,44.18
102.91,102.78,44.48,44.34
102.42,102.31,44.22,44.93
101.98,101.92,44.09,45.22
101.56,101.63,44.02,44.86
101.21,101.38,44.49,44.69
100.94,101.12,44.22,44.6
100.71,100.89,44.09,44.05
