weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0,0.02,0,0.02
0.01,0.01,0,0.34
0.01,0.01,0,0.03
0,0,0,0.37
0.01,0.01,0,0.54
0.01,0,0,0.62
0.02,0.01,0,0.66
0.02,0.02,0,0.69
0.02,0,0,0.2
0.02,0.01,0,0.45
0.03,0,0,0.58
0.01,0.01,0,0.64
0.01,0.01,0.5,0.67
0,0.01,0.25,0.69
0.01,0.02,0.62,0.7
0.01,0.01,0.31,0.7
0.02,0,0.16,0.7
0.02,0.01,0.08,0.21
0.01,0.01,0.04,0.46
0,0.01,0.52,0.58
0.01,0,0.26,0.64
0.01,0,0.13,0.68
0.01,0.02,0.06,0.69
0,0.02,0.53,0.2
0.01,0.01,0.27,0.45
0.01,0.01,0.63,0.58
0,0.02,0.82,0.14
0.01,0.01,0.91,0.07
0.01,0,0.45,0.18
0,0,0.23,0.24
0,0.01,0.11,0.27
0,0.01,0.56,0.22
0,0,0.28,0.46
0,0.02,0.14,0.59
0,0.02,0.57,0.15
0.01,0.02,0.28,0.07
0,0.02,0.14,0.18
0.49,0.46,0.43,0.24
2.16,1.79,0.72,0.77
4.61,3.88,1.86,1.53
7.2,6.19,1.93,2.41
9.7,8.48,2.97,3.35
12.11,12.81,3.98,3.82
14.53,14.97,4.49,4.06
16.97,17.23,5.25,4.68
19.31,19.45,6.62,5.98
21.75,21.63,7.31,7.14
24.36,23.91,8.16,7.72
27.16,26.37,9.58,9
30.27,29.08,10.79,10.15
33.45,32,11.9,11.72
36.59,34.93,13.45,12.51
39.63,37.7,14.72,13.4
42.65,40.42,15.86,14.85
45.68,45.84,16.93,16.07
48.6,48.39,17.97,17.68
51.67,51.11,19.98,18.99
54.64,53.73,21.49,20.14
57.64,56.44,22.75,21.72
60.79,59.4,24.87,23.5
64.1,62.33,26.44,25.9
67.67,65.45,28.72,27.1
71.45,68.72,29.86,29.19
75.19,72.16,31.93,31.24
78.87,75.57,33.97,32.77
82.52,78.9,35.98,34.53
85.99,85.32,37.49,36.91
89.39,88.29,39.75,38.6
92.87,91.35,42.37,40.45
96.19,94.4,43.69,42.37
99.47,97.49,45.34,44.33
103.03,100.71,47.67,45.81
106.65,104,50.34,48.05
110.34,107.5,52.17,50.67
114.52,111.32,54.59,52.98
118.68,115.29,56.79,55.64
122.73,119.09,57.9,57.97
126.53,122.83,60.95,60.13
130.19,126.52,62.48,62.21
133.88,133.43,64.74,64.75
137.78,136.93,66.37,66.52
141.18,140.17,67.69,67.41
142.11,141.18,68.34,67.35
141.61,140.59,68.17,67.82
141.11,139.99,68.09,67.56
140.68,139.51,67.54,67.93
140.27,139.13,67.77,67.61
139.95,138.76,67.89,67.45
139.65,138.45,67.44,67.37
139.32,138.16,67.72,67.33
