weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.02,0.01,0.04,0.23
0.01,0.02,0.12,0.26
0.01,0,0.15,0.01
0.01,0,0.17,0.12
0.02,0,0.18,0.18
0.02,0.01,0.19,0.29
0.02,0.01,0.19,0.02
0.01,0.01,0.19,0.11
0,0,0.19,0.18
0.01,0.01,0.19,0.29
0.02,0.01,0.19,0.02
0.02,0,0.19,0.39
0.01,0.01,0.69,0.57
0.01,0.01,0.44,0.16
0.01,0.02,0.31,0.04
0.02,0.02,0.25,0.14
0.01,0.03,0.72,0.19
0.02,0.03,0.46,0.22
0.02,0.04,0.32,0.23
0.03,0.03,0.26,0.24
0.02,0.03,0.22,0.26
0.03,0.03,0.21,0.01
0.04,0.04,0.2,0.12
0.05,0.04,0.19,0.18
0.02,0.04,0.19,0.29
0.53,0.08,0.31,0.52
2.38,0.99,0.56,0.64
4.77,2.75,1.19,1.2
7.15,4.69,2,1.98
9.59,6.69,2.4,2.36
11.98,8.7,3.11,2.56
14.45,12.69,3.96,3.66
16.96,14.81,4.88,4.21
19.4,16.93,5.85,4.98
21.88,19.08,6.83,5.87
24.44,21.21,7.82,6.31
27.3,23.54,9.32,7.03
30.42,26.04,10.06,8.39
33.74,28.74,11.44,9.57
37.18,31.61,12.62,10.16
40.68,34.53,14.22,11.46
44.27,37.51,15.51,12.61
47.72,40.49,17.16,14.18
51.06,46.18,18.49,14.97
54.44,49.05,19.65,16.36
57.76,51.95,21.23,17.56
61.05,54.83,23.02,19.16
64.49,57.85,25.42,20.96
68.25,61.02,27.61,22.35
72.4,64.33,30.21,24.05
76.88,67.94,32.51,25.9
81.44,71.85,34.66,28.33
85.71,75.67,37.24,30.54
89.96,79.26,39.52,32.65
94.14,82.94,42.17,35.2
98.1,89.87,44.49,37.48
102.19,93.46,47.15,39.12
106.14,97.04,50.48,40.94
109.78,100.41,52.65,43.34
113.77,103.96,55.73,45.55
118.19,107.67,58.27,48.65
123.09,111.61,61.04,51.2
128.35,116.05,64.43,54.48
133.52,120.73,68.62,57.12
138.55,125.05,71.21,60.44
143.62,129.39,74.51,63.59
148.5,133.82,77.16,66.67
152.95,138.12,79.99,69.21
157.49,146.19,82.9,71.98
161.98,150.12,86.35,74.87
166.49,154.13,90.08,77.31
171.45,158.5,91.95,80.53
176.34,162.68,94.88,83.14
181.35,166.98,98.84,86.45
186.87,171.81,101.83,90.1
192.76,176.99,103.82,93.43
198.48,182.21,105.81,96.59
203.64,187.09,108.81,99.17
208.56,191.6,109.81,101.96
213.43,196.09,112.31,104.36
218.45,205.05,113.06,107.06
223.48,209.7,113.44,108.91
225.82,211.99,113.62,108.83
225.2,211.48,113.72,109.29
224.37,210.68,113.26,109.52
223.71,210.01,113.54,108.64
223.14,209.44,113.67,108.7
222.6,208.94,113.24,109.23
222.1,208.49,112.53,108.99
221.69,208.05,113.17,107.87
