weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0.0,0.02,0.58
0.01,0.02,0.27,0.6
0.0,0.01,0.1,0.1
0.01,0.0,0.29,0.36
0.0,0.0,0.38,0.02
0.02,0.01,0.07,0.2
0.02,0.01,0.2,0.2
0.01,0.01,0.34,0.41
0.01,0.0,0.09,0.51
0.01,0.01,0.31,0.56
0.01,0.02,0.41,0.09
0.02,0.01,0.47,0.35
0.02,0.02,0.5,0.48
0.01,0.0,0.51,0.55
0.01,0.0,0.52,0.58
0.02,0.0,0.02,0.59
0.01,0.01,0.27,0.6
0.02,0.02,0.4,0.61
0.02,0.0,0.46,0.61
0.02,0.01,0.01,0.61
0.03,0.01,0.26,0.61
0.04,0.01,0.39,0.11
0.01,0.0,0.04,0.36
0.03,0.01,0.26,0.01
0.03,0.0,0.37,0.3
0.02,0.02,0.08,0.05
0.02,0.03,0.3,0.28
0.03,0.01,0.41,0.05
0.02,0.01,0.47,0.22
0.04,0.01,0.01,0.3
0.03,0.03,0.26,0.35
0.02,0.03,0.11,0.37
0.03,0.03,0.29,0.12
0.03,0.05,0.11,0.37
0.03,0.03,0.18,0.49
0.03,0.03,0.17,1.05
0.02,0.16,0.35,0.33
0.74,1.1,0.07,0.53
2.58,2.9,0.77,0.96
4.99,5.07,1.12,1.67
7.57,7.31,2.3,2.53
10.12,9.57,2.89,2.96
12.54,11.75,3.68,3.67
15.0,13.92,4.58,4.53
17.45,16.1,5.53,5.46
19.84,18.33,6.5,5.92
22.27,22.8,7.49,7.16
24.93,25.21,8.48,8.27
27.9,27.87,9.98,9.33
31.14,30.75,11.23,10.36
34.48,33.82,12.35,11.87
37.69,36.71,13.92,13.13
40.94,39.58,15.2,14.76
44.14,42.51,16.34,16.07
47.2,45.21,18.41,17.23
50.34,47.85,19.44,18.81
53.4,50.72,20.96,20.1
56.25,53.45,22.72,21.24
59.28,59.09,24.1,22.82
62.45,62.13,26.29,24.6
65.91,65.32,27.88,26.5
69.61,68.75,29.68,28.94
73.52,72.24,32.08,30.17
77.46,75.54,33.78,32.28
81.21,78.93,35.63,34.33
84.78,82.36,37.55,36.36
88.26,85.53,39.52,38.37
91.8,88.56,41.5,39.88
95.26,91.76,43.49,41.64
98.57,94.87,45.48,43.51
102.18,101.37,47.48,45.95
105.88,104.6,49.48,47.67
109.71,108.13,51.48,50.53
113.85,112.18,54.48,52.96
118.03,116.22,56.48,55.67
122.13,119.98,58.48,58.03
125.98,123.48,60.98,60.21
129.75,126.88,63.73,61.8
133.51,130.38,65.6,63.59
137.22,133.77,67.04,66.49
140.7,137.45,67.76,66.94
142.03,140.46,68.12,67.16
141.58,140.99,67.3,68.28
141.04,139.83,68.39,67.33
140.6,139.37,67.93,67.86
140.22,138.99,67.71,67.62
139.78,138.68,67.59,67.51
139.31,138.42,67.03,66.95
138.97,138.16,67.76,66.17
