weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0.01,0.92,0.41
0.01,0.02,0.82,0.54
0.0,0.02,0.76,0.6
0.01,0.0,0.74,0.13
0.01,0.0,0.22,0.1
0.0,0.01,0.03,0.28
0.0,0.02,0.16,0.47
0.01,0.0,0.22,0.57
0.0,0.0,0.24,0.62
0.0,0.01,0.48,0.14
0.01,0.0,0.59,0.1
0.01,0.01,0.65,0.22
0.0,0.02,0.68,0.22
0.02,0.02,0.2,0.06
0.02,0.0,0.45,0.2
0.02,0.0,0.58,0.23
0.01,0.01,0.65,0.45
0.01,0.01,0.18,0.06
0.03,0.02,0.05,0.14
0.02,0.02,0.17,0.26
0.01,0.02,0.23,0.04
0.01,0.01,0.26,0.31
0.0,0.01,0.27,0.49
0.0,0.02,0.28,0.58
0.01,0.02,0.29,0.12
0.02,0.03,0.21,0.11
0.01,0.02,0.46,0.22
0.0,0.02,0.09,0.28
0.01,0.01,0.4,0.19
0.02,0.0,0.06,0.43
0.02,0.02,0.12,0.05
0.0,0.02,0.2,0.15
0.0,0.02,0.25,0.26
0.01,0.01,0.23,0.04
0.0,0.0,0.03,0.31
0.01,0.02,0.34,0.01
0.01,0.01,0.53,0.33
0.01,0.02,0.12,0.49
0.0,0.01,0.09,0.08
0.0,0.02,0.19,0.37
0.01,0.04,0.24,0.52
0.02,0.03,0.26,0.09
0.03,0.02,0.28,0.12
0.03,0.02,0.22,0.23
0.02,0.02,0.46,0.22
0.17,0.02,0.59,0.94
1.19,0.5,0.65,0.8
3.0,3.64,0.68,1.23
5.15,5.57,1.7,1.95
7.62,7.66,2.7,2.31
10.28,9.93,3.21,2.98
12.95,12.39,3.96,3.82
15.56,14.81,4.84,4.74
18.09,17.08,5.77,5.7
20.71,19.43,6.74,6.68
23.26,21.75,7.73,7.67
25.8,24.01,8.72,8.67
28.3,26.4,9.72,9.67
30.67,28.85,10.71,10.66
33.22,31.24,11.71,12.16
35.95,36.2,12.71,13.41
38.85,38.75,14.21,14.54
41.91,41.47,15.46,15.6
44.95,44.4,17.09,17.13
47.93,47.22,18.4,17.9
51.05,49.95,19.55,19.28
54.09,52.63,21.13,20.47
56.98,55.23,22.92,22.07
59.82,57.81,23.82,23.87
62.67,60.47,25.26,25.26
65.34,63.06,26.49,25.96
68.21,65.63,28.1,27.81
71.29,71.04,29.91,29.24
74.26,73.9,31.31,30.95
77.55,77.06,33.01,32.81
80.98,80.27,34.36,34.74
84.34,83.43,36.54,35.7
87.59,86.39,38.12,37.18
90.73,89.07,39.42,39.42
93.77,91.84,41.06,41.04
96.64,94.61,42.39,42.35
99.57,97.56,43.05,43.51
101.58,100.33,43.38,44.59
101.67,101.5,44.05,44.12
101.31,100.71,44.38,44.39
101.05,100.3,43.54,45.03
100.78,99.99,43.63,44.85
100.54,99.72,43.67,44.25
100.29,99.51,43.69,43.96
100.07,99.31,43.7,43.81
