weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.58,0.01,0.14,0.52
0.59,0,0.01,0.26
0.61,0,0.44,0.13
0.6,0.01,0.66,0.06
0.58,0.01,0.27,0.03
0.57,0.02,0.07,0.02
0.58,0.02,0.03,0.01
0.59,0.01,0.08,0
0.6,0.01,0.4,0
0.6,0.01,0.64,0
0.6,0,0.76,0.5
0.59,0,0.32,0.75
0.58,0,0.09,0.37
0.57,0.01,0.48,0.19
0.56,0.01,0.68,0.09
0.56,0.01,0.28,0.05
0.56,0,0.58,0.02
0.56,0.01,0.23,0.01
0.57,0.01,0.55,0.01
0.58,0,0.71,0
0.6,0.02,0.29,0.5
0.59,0.02,0.08,0.25
0.58,0,0.48,0.13
0.58,0,0.68,0.06
0.59,0.01,0.28,0.53
0.59,0.01,0.08,0.27
0.57,0.01,0.47,0.13
0.58,0.02,0.17,0.07
0.58,0.02,0.02,0.53
0.57,0.01,0.05,0.27
0.57,0.01,0.41,0.13
0.58,0,0.64,0.07
0.59,0.02,0.26,0.03
0.59,0.02,0.07,0.02
0.58,0.02,0.03,0.01
0.79,0.14,0.08,0
2.07,1.04,0.6,0.5
4.48,2.85,0.86,1.25
7.36,5.11,1.99,2.12
10.43,7.65,2.56,2.56
13.51,12.89,2.84,3.28
16.57,15.47,3.98,3.64
19.52,17.98,4.55,4.82
22.43,20.53,5.34,5.41
25.32,23.13,6.23,6.71
28.22,25.77,6.68,7.35
31.23,28.39,7.4,8.18
34.48,31.14,8.26,9.09
38.02,34.01,9.69,9.54
41.83,37.15,10.41,10.77
45.68,40.55,11.77,11.89
49.32,43.93,13.45,12.94
52.93,50.35,15.29,13.97
56.61,53.6,16.21,15.49
60.05,56.61,17.67,16.24
63.49,59.65,18.4,17.12
66.84,62.77,19.76,19.06
69.99,65.77,20.94,20.53
73.41,68.87,22.03,21.77
77.09,72.07,23.58,22.88
81.14,75.41,25.35,24.44
85.45,79.08,27.74,26.22
89.9,83.04,29.43,27.61
94.14,87,31.28,29.31
98.26,90.73,33.2,30.65
102.39,98.15,34.66,32.33
106.34,101.7,36.39,34.16
110.28,105.25,38.26,36.08
114.26,108.89,40.19,37.54
118.04,112.34,42.16,39.27
122.08,116,44.14,41.14
126.29,119.79,46.13,42.57
130.53,123.49,48.13,44.78
135.28,127.56,50.63,46.89
140.23,132.1,52.38,48.95
145.12,136.62,54.75,50.97
149.61,140.99,57.44,52.99
153.8,148.74,59.28,54.99
158.1,152.63,61.7,57.5
162.36,156.46,63.91,59.75
166.72,160.53,65.52,60.87
169.56,163.56,66.32,60.94
169.55,163.8,65.72,60.47
168.88,163.03,65.92,60.73
168.3,162.39,66.03,60.87
167.82,161.83,65.58,60.93
167.4,161.35,65.35,60.97
167.02,160.96,65.24,60.48
166.67,160.59,65.18,59.74
