weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.6,0.02,0.51,0.11
0.59,0.01,0.12,0.19
0.59,0.01,0.08,0.15
0.6,0,0.32,0.17
0.59,0,0.03,0.16
0.59,0.01,0.38,0.17
0.59,0,0.55,0.17
0.6,0,0.64,0.33
0.6,0.01,0.68,0.42
0.6,0.01,0.21,0.46
0.58,0,0.03,0.48
0.58,0,0.15,0.49
0.59,0.01,0.21,0.5
0.59,0.01,0.26,0.5
0.59,0.01,0.01,0.5
0.6,0.01,0.14,0
0.6,0,0.29,0.25
0.61,0,0.01,0.12
0.6,0,0.13,0.19
0.59,0.01,0.2,0.35
0.59,0,0.24,0.42
0.61,0,0.26,0.46
0.61,0.01,0.26,0.02
0.6,0,0.27,0.26
0.59,0.01,0.27,0.38
0.59,0,0.27,0.06
0.6,0,0.27,0.28
0.6,0,0.27,0.39
0.65,0.04,0.27,0.05
1.4,0.71,0.23,0.78
3.2,2.23,0.48,1.14
5.37,4.05,1.1,1.32
7.65,5.94,1.91,1.91
10.04,7.94,2.32,2.2
12.5,10.01,3.02,3.35
15.15,12.11,3.88,3.92
18.15,16.9,4.8,4.21
21.53,19.74,6.26,4.86
25.03,22.71,6.5,6.18
28.6,25.73,7.61,7.34
32.08,28.71,8.67,7.92
35.32,31.51,9.7,8.71
38.42,34.18,10.21,9.1
41.6,36.93,11.47,9.8
44.73,39.73,12.6,11.15
47.8,42.49,13.66,12.32
50.99,45.24,14.7,12.91
54.54,48.13,15.71,14.2
58.42,51.18,17.22,15.35
62.59,58.11,18.47,16.43
66.85,61.88,20.1,17.46
70.84,65.32,21.91,18.98
74.93,68.85,23.32,20.24
78.89,72.29,25.02,21.87
82.56,75.5,26.38,23.18
86.35,78.73,27.55,24.34
90.15,82.17,29.14,25.42
93.79,85.5,30.93,26.96
97.73,88.87,32.83,28.23
101.98,92.4,34.28,30.36
106.5,96.06,36.5,31.43
111.33,104.26,38.62,32.96
116.24,108.57,40.67,34.73
121.01,112.76,43.2,36.62
125.75,116.94,45.46,38.56
130.44,121.11,47.6,40.03
134.79,124.96,49.66,41.76
139.22,128.75,51.69,43.63
143.65,132.73,53.71,45.56
147.85,136.54,56.22,47.53
152.52,140.6,57.97,49.02
157.25,144.92,60.85,51.76
162.03,149.04,63.79,54.13
167.31,158.22,66.76,56.81
172.88,163.25,69.74,58.66
178.32,168.17,72.23,60.58
183.43,172.81,74.98,63.04
188.32,177.17,77.85,65.27
193.34,181.72,80.79,67.88
198.22,186.09,83.26,70.69
203.13,190.67,84.99,71.59
206.15,194.65,85.86,72.05
206,195.64,86.29,72.27
205.23,194.89,86.01,72.39
204.61,194.17,85.87,71.94
204.09,193.56,85.3,71.72
203.62,192.56,85.01,72.11
203.19,192.14,84.87,72.3
202.82,191.74,84.8,71.9
