weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.02,0.01,0,0.27
0.01,0.01,0.19,0.61
0,0.01,0.22,0.29
0.01,0.01,0.08,0.12
0,0.02,0.23,0.54
0.01,0.01,0.2,0.75
0.01,0,0.41,0.35
0.02,0,0.52,0.65
0.03,0.01,0.07,0.81
0.02,0.01,0.35,0.38
0.01,0.01,0.49,0.67
0,0.01,0.56,0.81
0,0,0.09,0.88
0.01,0,0.36,0.92
0.01,0.01,0.49,0.94
0,0.01,0.56,0.95
0.01,0.01,0.59,0.95
0.01,0,1.11,0.95
0.01,0.01,0.87,0.96
0,0.01,0.75,0.96
0,0.03,0.19,0.96
0,0.01,0.41,0.46
0,0,0.52,0.71
0,0.02,0.57,0.33
0,0.01,0.6,0.14
0,0.01,0.61,0.05
0,0.02,0.62,0.5
0,0.02,0.62,0.23
0.17,0.18,0.62,0.09
1.23,1.13,0.13,0.03
3.23,2.87,0.12,0.51
5.49,4.74,0.75,0.78
7.87,6.7,1.56,1.41
10.3,8.76,2.47,1.73
12.89,10.87,2.92,2.38
15.74,13.1,4.15,3.21
18.86,15.53,5.26,4.13
22.19,21.01,5.82,5.09
25.59,23.91,6.6,5.56
29.08,26.89,7.48,6.8
32.51,29.86,8.43,7.42
35.82,32.71,9.9,8.23
39.01,35.47,10.64,9.14
42.25,38.27,11.01,10.09
45.41,41.12,12.19,11.07
48.49,43.91,12.78,11.55
51.64,46.63,14.58,12.8
55.16,49.48,15.48,13.92
59.18,52.58,16.42,14.98
63.49,59.78,18.4,16.01
67.81,63.6,20.39,17.53
71.85,67.09,21.88,18.79
75.95,70.62,23.13,20.41
80.05,74.2,24.75,21.73
83.93,77.54,26.06,22.89
87.93,81.01,27.72,24.46
91.73,84.53,29.55,25.75
95.4,87.87,30.96,27.4
99.42,91.3,33.17,28.72
103.73,94.85,34.77,30.38
108.43,98.59,36.57,32.21
113.38,102.7,38.47,34.13
118.32,111.39,40.42,35.59
123.02,115.51,43.4,37.81
127.79,119.71,45.89,39.43
132.56,123.96,48.13,41.24
137.06,127.88,50.25,43.14
141.55,131.75,52.31,44.59
145.94,135.75,54.34,46.32
150.26,139.58,56.86,48.18
154.93,143.74,58.62,50.11
159.58,147.97,61.5,52.08
164.41,152.06,63.93,54.56
169.78,156.55,66.65,56.8
175.4,166.62,70.01,58.92
180.85,171.55,72.69,61.48
185.91,176.2,75.53,64.26
190.83,180.69,78.45,66.65
195.64,185.11,81.41,68.35
200.43,189.38,83.89,71.2
205.13,193.96,85.13,72.12
207.21,197.05,85.25,72.58
206.67,197.09,85.31,72.81
205.91,196.25,85.34,72.93
205.29,195.55,85.86,72.49
204.74,194.93,85.62,71.76
204.25,193.9,85,70.9
203.83,193.45,85.18,71.97
