weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0,0.25,0.19
0.02,0.01,0.01,0.06
0.02,0.02,0.14,0.31
0.01,0.01,0.2,0
0.02,0,0.23,0.15
0.01,0,0.25,0.23
0,0,0.49,0.27
0.01,0.01,0.61,0.29
0.01,0.02,0.17,0.2
0,0.02,0.45,0.06
0,0,0.59,0.68
0,0.01,0.66,0.5
0,0.02,0.7,0.4
0,0.01,0.72,0.86
0.01,0,0.72,0.58
0.01,0,0.73,0.45
0.02,0,0.73,0.38
0.01,0.02,0.23,0.34
0,0.04,0.48,0.33
0.01,0.01,0.61,0.32
0.01,0,0.67,0.31
0.02,0.01,0.7,0.19
0.02,0.01,0.72,0.06
0.01,0.02,0.23,0.19
0.01,0,0.48,0.25
0.01,0.01,0.61,0.22
0.01,0.01,0.17,0.04
0.01,0.01,0.05,0.18
0.02,0.02,0.34,0.24
0,0.01,0.04,0.22
0.01,0,0.39,0.04
0.01,0.01,0.56,0.32
0,0.01,0.65,0.01
0,0.01,0.19,0.15
0.01,0.02,0.46,0.23
0.01,0.02,0.6,0.23
0,0.01,0.67,0.04
0.01,0,0.2,0.18
0.02,0,0.03,0.26
0.03,0,0.35,0.03
0.02,0.01,0.54,0.33
0.01,0.03,0.14,0.01
0.01,0.02,0.06,0.15
0.01,0.01,0.33,0.23
0.01,0,0.03,0.23
0,0.01,0.38,0.04
0,0.01,0.06,0.32
0.01,0,0.1,0.01
0.01,0.01,0.19,0.15
0.01,0,0.23,0.23
0.11,0.01,0.25,0.27
0.88,0.55,0.26,0.21
2.73,2.3,0.26,0.95
5.1,4.55,0.76,1.82
7.54,6.8,1.52,2.25
10.16,9.17,1.89,2.47
12.79,11.67,2.58,3.08
15.34,14.22,3.42,3.89
18.05,16.84,4.34,4.29
20.97,19.51,4.31,4.49
24.12,22.2,5.29,5.59
27.4,25.1,5.78,6.64
30.64,28.18,6.52,7.66
33.72,31.26,7.89,8.68
36.77,37.11,8.58,9.18
39.8,40.02,9.42,9.94
42.69,42.76,10.35,10.31
45.53,45.42,11.31,12
48.32,48.2,12.29,13.35
50.88,50.89,12.78,14.02
53.56,53.66,13.52,14.85
56.43,56.57,14.89,16.27
59.43,59.45,16.08,17.98
62.67,62.49,17.17,18.83
66.06,65.83,18.22,19.76
69.42,69.16,19.24,21.23
72.65,75.54,20.76,21.96
75.68,78.49,22.01,23.32
78.65,81.36,23.14,25.01
81.63,84.18,24.7,25.85
84.63,87.17,25.48,26.77
86.81,89.7,25.88,27.23
87.04,90.33,25.57,27.46
86.61,89.9,25.42,27.57
86.27,89.51,25.34,27.63
86,89.18,25.3,27.16
85.75,88.89,25.29,26.93
85.53,88.63,25.28,27.31
85.34,88.23,25.77,27
