weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.6,0.01,0.5,0.22
0.59,0.02,0.25,0.36
0.59,0.02,0.12,0.44
0.6,0.01,0.06,0.03
0.59,0,0.03,0.26
0.59,0.01,0.52,0.13
0.59,0,0.26,0.18
0.59,0.01,0.13,0.16
0.61,0.01,0.06,0.16
0.61,0,0.03,0.33
0.61,0,0.02,0.41
0.6,0.02,0.01,0.45
0.59,0.01,0.5,0.47
0.61,0.01,0.25,0.48
0.6,0.01,0.12,0.01
0.6,0.01,0.06,0.26
0.62,0.01,0.03,0.39
0.6,0,0.02,0.45
0.6,0.01,0.51,0.02
0.59,0.01,0.25,0.76
0.6,0.02,0.37,0.12
0.61,0.01,0.19,0.31
0.61,0.01,0.09,0.4
0.61,0.01,0.05,0.44
0.6,0,0.02,0.47
0.6,0.01,0.01,0.48
0.61,0,0.01,0.48
0.59,0.01,0,0.49
0.76,0.03,0,0.01
1.86,0.57,0.5,0.26
3.89,2.04,0.75,0.88
6.17,5.79,1.37,1.7
8.54,7.82,1.69,2.1
10.95,9.87,2.34,2.31
13.45,11.98,3.17,2.91
16.21,14.24,3.59,3.71
19.33,16.74,4.79,4.61
22.64,19.45,5.4,5.06
26.05,22.3,6.7,6.28
29.58,25.28,7.85,6.9
33.01,28.27,8.42,7.7
36.34,31.18,9.71,9.11
39.59,34.04,10.86,9.81
42.75,39.57,11.93,10.66
45.86,42.36,12.96,11.58
48.86,45.11,13.48,12.55
51.96,47.88,14.24,13.53
55.6,50.87,15.62,15.02
59.73,54.2,17.31,16.26
64.08,57.89,19.15,16.89
68.29,61.66,20.58,18.2
72.29,65.24,21.79,19.35
76.32,68.69,23.39,20.93
80.35,72.21,24.7,22.22
84.12,75.61,26.35,23.37
88.05,82.36,28.17,24.94
91.84,85.78,29.59,26.22
95.54,89.16,31.29,27.37
99.62,92.76,32.65,28.94
104.05,96.46,34.82,30.22
108.78,100.45,37.41,32.37
113.76,104.74,39.21,33.94
118.73,109.21,41.6,35.72
123.56,113.44,43.8,37.12
128.34,117.68,45.9,39.31
133.05,121.86,47.95,41.41
137.6,125.92,49.97,42.96
142.17,129.83,51.99,44.74
146.64,137.94,54.49,46.62
151.14,142.08,56.75,48.57
155.95,146.44,59.37,50.54
160.73,150.62,62.19,53.02
165.88,155.11,65.09,55.77
171.48,160.1,68.05,58.14
177.15,165.23,71.52,60.82
182.55,170.21,74.26,63.17
187.59,174.9,76.63,65.34
192.69,179.43,78.81,67.42
197.57,183.98,81.91,69.47
202.51,188.32,84.45,71.99
206.52,196.27,85.23,72.75
207.27,196.55,85.61,72.63
206.48,195.7,85.81,72.57
205.8,195,85.9,72.54
205.22,194.42,85.45,72.52
204.72,193.87,85.73,72.52
204.28,193.39,85.36,72.51
203.85,192.94,85.18,72.51
