weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.03,0.01,0.9,0.83
0.02,0.03,0.69,0.4
0.01,0.03,1.09,0.18
0.01,0.02,0.78,0.57
0.02,0.01,0.13,0.77
0.02,0.01,0.81,0.37
0.01,0.01,1.14,0.67
0.03,0,0.81,0.82
0.03,0.01,1.15,0.39
0.02,0.01,1.31,0.18
0.01,0,1.4,0.07
0.01,0.01,1.44,0.52
0.01,0,1.46,0.74
0.02,0,1.47,0.85
0.02,0.01,1.48,0.91
0.01,0,1.48,0.94
0.01,0,0.98,0.95
0,0.01,1.23,0.96
0.01,0,1.36,0.96
0.02,0.01,1.42,0.96
0.04,0.01,1.45,0.96
0.02,0,1.47,0.96
0.02,0,0.97,0.96
0.02,0.01,1.23,0.97
0.01,0.01,1.35,0.97
0.01,0.01,1.42,0.47
0,0.01,0.95,0.22
0.01,0,1.22,0.09
0.02,0,1.35,0.53
0,0,0.91,0.75
0,0,1.2,0.36
0.01,0.01,1.34,0.16
0,0,1.41,0.06
0.02,0.01,1.45,0.01
0.02,0.01,1.46,0.49
0.01,0.01,1.47,0.23
0,0.02,1.48,0.6
0.01,0.02,1.48,0.28
0.01,0.01,0.98,0.62
0.02,0.01,0.73,0.79
0.04,0.01,1.11,0.88
0.03,0.02,1.29,0.92
0.17,0.24,0.89,0.44
1.2,1.39,0.18,0.3
3.03,3.29,0.17,0.67
5.06,5.41,0.84,0.85
7.22,7.5,1.18,1.44
9.61,9.66,1.85,2.24
12.24,11.96,2.68,2.64
15.24,14.5,3.6,3.84
18.55,17.41,4.56,4.44
21.78,20.45,5.04,5.24
24.91,23.3,5.78,6.13
28.13,26.19,7.15,7.08
31.25,31.93,7.83,8.06
34.19,34.59,8.68,9.05
37.22,37.39,9.6,10.54
40.15,40.18,10.06,11.29
43.06,42.93,10.79,12.16
46.23,45.91,12.15,13.1
49.58,48.91,13.34,14.57
53.22,52.17,14.43,15.8
56.97,55.68,15.97,17.42
60.62,59.22,17.25,18.73
64.18,62.59,18.88,19.88
67.75,66.05,19.7,20.96
71.1,69.4,21.61,22.5
74.34,75.56,22.56,23.77
77.66,78.75,24.04,25.4
80.9,81.91,25.28,26.72
84.13,85.1,26.4,27.88
87.63,88.45,27.96,29.46
91.21,91.78,29.74,31.25
94.93,95.18,31.63,33.14
99,99.05,33.57,34.59
103.05,102.94,35.05,36.31
107.02,106.77,36.78,37.67
110.77,110.54,38.65,39.35
114.41,114.07,40.08,41.19
118.12,121.01,41.8,42.61
121.8,124.51,43.66,43.82
125.21,127.85,44.59,44.43
126.51,129.2,44.55,44.73
126.06,128.7,44.54,44.88
125.55,128.13,44.03,44.96
125.14,127.67,44.27,45
124.79,127.26,43.9,45.02
124.49,126.89,43.71,45.03
124.22,126.57,43.61,45.03
123.96,126.3,43.57,44.53
