weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0.01,0.41,0.2
0,0,0.1,0.48
0.01,0,0.06,0.62
0,0,0.13,0.69
0,0,0.17,0.72
0.01,0.01,0.31,0.74
0,0.01,0.55,0.25
0,0.01,0.17,0.51
0.01,0,0.48,0.63
0.02,0,0.13,0.7
0,0,0.04,0.73
0,0.01,0.38,0.74
0.01,0.01,0.08,0.25
0.01,0.01,0.44,0.51
0,0,0.61,0.63
0,0,0.2,0.7
0,0.02,0.01,0.73
0,0,0.39,0.74
0.01,0.01,0.09,0.75
0,0.01,0.06,0.76
0,0.01,0.36,0.76
0,0.01,0.58,0.26
0.01,0.01,0.68,0.51
0,0.02,0.74,0.13
0.01,0.01,0.76,0.05
0.01,0.01,0.78,0.35
0.01,0.01,0.78,0.06
0.01,0,0.79,0.41
0,0,0.79,0.58
0.01,0.02,0.79,0.67
0,0,0.79,0.72
0,0,0.79,0.74
0.01,0.01,0.79,0.75
0,0.02,0.79,0.75
0.02,0.01,0.79,0.26
0,0.01,0.79,0.51
0,0.01,0.29,0.13
0.01,0.01,0.04,0.45
0,0.03,0.09,0.6
0,0.03,0.15,0.68
0,0.01,0.32,0.22
0.02,0,0.05,0.49
0.01,0.01,0.08,0.12
0.01,0.01,0.36,0.44
0.01,0,0.57,0.1
0.01,0.01,0.68,0.43
0.01,0.01,0.73,0.09
0.01,0.01,0.76,0.07
0.02,0.01,0.78,0.16
0.01,0.02,0.28,0.2
0.01,0,0.04,0.28
0.16,0,0.09,0.02
1.09,0.1,0.15,0.61
2.91,1,0.18,0.93
5.27,5.15,1.2,1.58
7.78,7.42,1.7,1.91
10.41,9.82,1.96,2.58
12.99,12.37,3.08,2.91
15.52,14.86,3.15,3.57
18.22,17.44,3.68,4.41
21.06,20.02,4.45,5.32
24.14,22.68,5.33,5.28
27.4,25.62,6.27,5.76
30.63,28.74,7.24,7
33.73,31.79,8.23,8.12
36.86,34.76,9.22,9.18
40.03,37.84,9.71,9.71
42.95,43.73,10.46,10.98
45.73,46.71,10.84,11.61
48.5,49.57,11.52,12.42
51.15,52.34,12.87,13.83
53.94,55.28,14.04,14.54
56.87,58.09,15.13,15.89
59.88,60.85,16.17,17.56
63.26,63.97,17.69,18.9
66.85,67.3,18.95,19.57
70.32,70.63,20.58,20.91
73.5,73.87,21.9,22.07
76.44,76.85,23.05,23.66
79.42,82.63,24.13,24.95
82.28,85.4,24.67,26.09
85.21,88.33,25.44,26.67
86.96,90.2,25.83,26.95
86.88,90.13,26.02,27.6
86.48,89.71,26.11,27.42
86.1,89.39,25.66,27.33
85.71,89.15,25.44,27.29
85.4,88.94,25.32,26.76
85.2,88.73,25.77,26.5
85.11,88.46,25.99,26.87
