weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
0.01,0.0,0.15,0.0
0.02,0.01,0.35,0.0
0.01,0.0,0.6,0.0
0.01,0.01,0.23,0.0
0.01,0.0,0.54,0.0
0.01,0.01,0.2,0.0
0.0,0.01,0.52,0.0
0.0,0.0,0.69,0.0
0.01,0.0,0.27,0.0
0.0,0.01,0.56,0.0
0.0,0.01,0.21,0.0
0.01,0.01,0.03,0.5
0.0,0.02,0.06,0.75
0.0,0.0,0.4,0.87
0.0,0.01,0.12,0.44
0.0,0.01,0.49,0.72
0.02,0.01,0.17,0.36
0.02,0.0,0.01,0.68
0.01,0.02,0.07,0.34
0.0,0.02,0.11,0.17
0.01,0.01,0.37,0.08
0.01,0.02,0.61,0.04
0.0,0.0,0.23,0.52
0.01,0.01,0.54,0.76
0.0,0.0,0.7,0.38
0.01,0.01,0.77,0.19
0.0,0.01,0.31,0.09
0.02,0.01,0.08,0.55
0.01,0.01,0.03,0.27
0.59,0.27,0.09,0.14
2.32,1.46,0.62,0.43
4.56,3.29,1.38,0.72
6.95,7.21,1.77,1.36
9.47,9.39,2.46,2.68
11.98,11.59,3.3,2.84
14.62,13.78,3.73,3.42
17.56,16.13,4.44,4.21
20.72,18.69,5.29,5.11
24.04,21.48,5.72,6.05
27.45,24.4,6.43,6.53
30.91,27.44,7.79,7.26
34.27,30.39,8.97,8.13
37.54,33.28,10.06,9.57
40.76,36.08,11.1,10.28
43.9,38.89,11.63,11.14
46.95,44.45,12.89,11.57
50.04,47.23,14.02,12.29
53.38,50.12,15.08,13.64
57.06,53.17,16.62,14.82
61.07,56.45,17.88,15.91
65.33,60.11,19.02,17.46
69.56,63.9,20.58,18.23
73.52,67.35,22.37,20.12
77.57,70.8,23.76,21.56
81.44,74.32,25.45,22.78
85.21,77.58,27.3,23.89
89.22,80.93,28.72,24.95
92.97,87.86,29.94,25.97
96.84,91.44,31.54,27.49
101.18,95.2,33.35,29.24
105.77,99.06,35.25,31.12
110.65,103.2,38.2,32.56
115.75,107.69,40.17,34.28
120.62,112.04,42.16,36.14
125.45,116.26,44.65,38.57
130.19,120.51,46.9,40.29
134.64,124.59,49.03,42.14
139.01,128.39,51.09,44.07
143.61,132.28,53.12,45.54
148.05,136.44,55.63,47.77
152.46,144.51,57.89,49.39
157.24,148.77,60.02,51.69
162.05,153.0,62.58,53.35
167.09,157.5,65.87,55.17
172.57,162.36,69.01,57.59
178.23,167.48,71.58,60.29
183.62,172.53,73.86,62.65
188.43,177.17,76.51,64.83
192.83,181.25,78.83,66.91
197.39,185.37,81.49,69.46
202.12,189.53,84.82,71.73
206.73,193.97,85.48,72.87
208.64,199.09,86.32,73.43
207.97,198.23,86.23,73.72
207.16,197.4,86.19,73.36
206.48,196.7,86.17,73.18
205.9,196.09,86.16,72.59
205.39,195.55,85.65,71.8
204.93,195.05,85.9,71.9
204.5,194.6,85.52,71.95
204.11,194.17,85.34,71.98
203.74,193.78,85.24,71.49
203.38,193.4,84.7,71.25
203.06,193.07,84.92,71.12
202.76,192.44,85.04,71.06
202.47,192.15,84.59,71.03
202.19,191.87,84.37,71.02
201.89,191.63,84.26,71.01
201.49,191.49,84.2,70.51
201.14,191.36,84.18,70.75
200.9,191.13,83.66,70.88
200.46,190.83,81.41,68.94
197.28,189.26,79.28,66.47
191.05,184.45,76.21,64.74
184.54,178.62,73.18,61.87
178.55,173.27,70.16,58.94
172.67,168.04,67.16,56.47
166.62,156.96,64.15,53.74
160.35,151.18,60.15,50.87
154.0,145.41,57.65,48.44
147.67,139.61,54.4,46.22
142.03,134.46,51.27,43.61
