image_name,weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label
RBMimage000.jpg,485.6,349,36.7,76.4,414.1,413.9,roundbottlemedium
RBMimage001.jpg,475.5,338.1,30.3,70.8,406.9,406.3,roundbottlemedium
RBMimage002.jpg,481.8,345,37.4,75.6,409.1,408.3,roundbottlemedium
RBMimage003.jpg,466.3,329.8,40.8,69.9,392.9,392.6,roundbottlemedium
RBMimage004.jpg,454.3,318.2,39.5,67.3,379.3,379,roundbottlemedium
RBMimage005.jpg,474.2,337.5,42.4,72,400.3,399.9,roundbottlemedium
RBMimage006.jpg,478.2,340.7,31.9,74.5,408.1,407.1,roundbottlemedium
RBMimage007.jpg,464.4,327.7,77.7,91,398.2,397.9,roundbottlemedium
RBMimage008.jpg,532.9,396.5,50.4,60.8,462.9,462.5,roundbottlemedium
RBMimage009.jpg,543.6,407.2,41.4,52,474.7,474.7,roundbottlemedium
RBMimage010.jpg,526.9,390.6,44.4,58.5,457.5,456.9,roundbottlemedium
RBMimage011.jpg,535.9,400,44.2,67.2,466.9,467,roundbottlemedium
RBMimage012.jpg,545.8,409.2,44.3,46.7,477.4,477,roundbottlemedium
RBMimage013.jpg,536.3,399.8,42.4,65.2,465.9,465.6,roundbottlemedium
RBMimage014.jpg,514.4,377.5,70,89.7,444.3,444,roundbottlemedium
RBMimage015.jpg,535.9,399.8,59.5,71.8,467,467.1,roundbottlemedium
RBMimage016.jpg,546.9,410.6,45.9,50.8,477.1,476.7,roundbottlemedium
RBMimage017.jpg,538.9,402.6,49.7,48.3,469.1,469.4,roundbottlemedium
RBMimage018.jpg,563.1,427.3,50.2,67.2,495.4,495.8,roundbottlemedium
RBMimage019.jpg,529.1,392.9,37.5,91,479.2,479.7,roundbottlemedium
