image_name,weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label
Chimage000.jpg,330.1,165.5,50.9,66.9,243.3,244.9,chicken
Chimage001.jpg,359.4,193.9,57.7,67.5,273.0,273.8,chicken
Chimage002.jpg,363.5,197.3,44.1,68.2,272.7,272.6,chicken
Chimage003.jpg,397.9,225.6,46.4,59.9,309.8,302.8,chicken
Chimage004.jpg,365.4,199.1,42.3,68.9,286.2,286.4,chicken
Chimage005.jpg,372.9,208.1,52.0,45.4,287.4,288.6,chicken
Chimage006.jpg,377.7,212.6,64.2,56.8,311.2,312.2,chicken
Chimage007.jpg,372.1,206.8,68.0,54.1,290.3,291.5,chicken
Chimage008.jpg,399.0,234.1,67.7,49.3,318.6,319.9,chicken
Chimage009.jpg,337.2,172.3,54.3,47.6,255.3,257.0,chicken
Chimage010.jpg,395.9,229.9,42.7,73.5,320.0,321.6,chicken
Chimage011.jpg,350.2,184.6,44.8,69.0,267.2,268.2,chicken
Chimage012.jpg,363.9,198.1,43.5,56.4,276.0,276.4,chicken
Chimage013.jpg,340.6,175.8,69.2,55.3,255.9,258.1,chicken
Chimage014.jpg,376.3,211.7,66.6,49.3,286.9,288.2,chicken
Chimage015.jpg,399.6,233.4,69.6,52.1,318.1,318.3,chicken
Chimage016.jpg,439.5,274.7,40.9,45.4,351.8,353.2,chicken
Chimage017.jpg,379.6,206.4,45.7,59.8,298.9,292.1,chicken
Chimage018.jpg,336.6,171.5,42.7,47.2,252.0,252.4,chicken
Chimage019.jpg,380.9,208.3,44.3,52.9,297.2,290.4,chicken
Chimage020.jpg,378.5,213.1,44.0,46.2,286.5,287.2,chicken
Chimage021.jpg,391.4,225.1,57.0,41.5,307.2,307.5,chicken
Chimage022.jpg,362.1,196.6,41.9,65.6,276.7,277.2,chicken
Chimage023.jpg,387.7,220.4,58.3,60.8,304.0,303.0,chicken
Chimage024.jpg,396.5,229.5,39.5,52.5,305.5,304.8,chicken
Chimage025.jpg,401.7,234.6,64.4,39.4,317.9,317.2,chicken
Chimage026.jpg,383.0,216.5,47.6,46.1,297.5,297.3,chicken
Chimage027.jpg,369.6,204.8,45.5,50.0,291.1,292.1,chicken
Chimage028.jpg,371.7,206.3,62.2,37.8,276.9,277.2,chicken
Chimage029.jpg,369.0,204.4,42.6,38.8,281.6,283.4,chicken
Chimage030.jpg,386.8,221.8,41.7,40.4,298.2,299.1,chicken
Chimage031.jpg,381.4,215.9,74.8,78.1,303.4,304.2,chicken
Chimage032.jpg,355.5,190.3,53.1,31.4,270.0,270.9,chicken
Chimage033.jpg,371.7,206.4,50.2,43.7,286.6,287.4,chicken
Chimage034.jpg,338.0,172.6,56.5,37.2,252.9,252.9,chicken
Chimage035.jpg,394.3,221.1,67.4,47.6,307.1,299.8,chicken
Chimage036.jpg,402.9,236.9,39.3,52.9,311.1,312.1,chicken
Chimage037.jpg,360.8,195.0,53.8,45.9,271.0,270.7,chicken
Chimage038.jpg,329.7,164.8,52.2,53.3,247.1,248.1,chicken
Chimage039.jpg,351.6,177.9,47.3,47.2,269.1,261.7,chicken
Chimage040.jpg,346.5,181.7,67.8,55.7,258.7,260.3,chicken
Chimage041.jpg,375.6,209.5,70.3,53.5,283.1,283.5,chicken
Chimage042.jpg,382.8,214.2,68.9,39.9,295.7,293.8,chicken
Chimage043.jpg,390.0,222.5,64.8,28.1,300.4,299.2,chicken
Chimage044.jpg,397.3,232.1,67.3,73.1,305.0,305.9,chicken
Chimage045.jpg,365.3,200.2,63.2,48.5,283.8,285.0,chicken
Chimage046.jpg,401.2,235.3,45.2,58.5,319.7,320.8,chicken
Chimage047.jpg,348.1,182.4,45.0,48.1,262.5,263.4,chicken
Chimage048.jpg,375.3,204.6,42.6,47.8,286.3,281.0,chicken
Chimage049.jpg,352.0,186.8,62.9,65.6,265.8,266.6,chicken
Chimage050.jpg,370.3,204.5,59.4,60.2,284.1,284.0,chicken
Chimage051.jpg,350.9,184.9,46.5,49.1,267.6,267.4,chicken
Chimage052.jpg,382.5,217.0,68.2,48.8,297.0,298.5,chicken
Chimage053.jpg,431.1,265.5,51.9,52.8,350.2,351.3,chicken
