image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,11.23,9.11,pear
Gimage01.jpg,11.27,16.9,pear
Gimage02.jpg,10.67,14.96,pear
Gimage03.jpg,11.92,14.36,pear
Gimage04.jpg,11.34,12.76,pear
Gimage05.jpg,11.26,13.58,pear
Gimage06.jpg,12.54,11.07,pear
Gimage07.jpg,10.7,13.2,pear
Gimage08.jpg,4.33,11.47,pear
Gimage09.jpg,2.79,9.43,pear
Gimage10.jpg,5.63,9.95,pear
Gimage11.jpg,11.81,37.46,pear
Gimage12.jpg,16.13,26.27,pear
Gimage13.jpg,14.72,20.32,pear
Gimage14.jpg,14.06,18.26,pear
Gimage15.jpg,11.14,11.81,pear
Gimage16.jpg,6.92,10.6,pear
Gimage17.jpg,8.46,11.1,pear
Gimage18.jpg,5.98,8.57,pear
Gimage19.jpg,6.14,8.92,pear
Gimage20.jpg,4.7,14.8,pear
Gimage21.jpg,4.22,14.78,pear
Gimage22.jpg,26.71,61.24,pear
Gimage23.jpg,28.44,57.67,pear
Gimage24.jpg,19.85,53.63,pear
Gimage25.jpg,54.34,52.99,pear
Gimage26.jpg,33.91,70.76,pear
Gimage27.jpg,51.13,72.9,pear
Gimage28.jpg,60.11,89.94,pear
Gimage29.jpg,61.18,96.37,pear
Gimage30.jpg,65.65,71.88,pear
Gimage31.jpg,58.8,87.11,pear
Gimage32.jpg,55.34,72.56,pear
Gimage33.jpg,17.84,91.27,pear
Gimage34.jpg,17.18,47.01,pear
Gimage35.jpg,14.24,65.6,pear
Gimage36.jpg,11.77,55.77,pear
Gimage37.jpg,23.67,95.85,pear
Gimage38.jpg,60.78,86.18,pear
Gimage39.jpg,88.24,98.44,pear
