image_name,weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label
Toimage000.jpg,380.2,183.4,49.5,50.6,282.9,283.8,tomato
Toimage001.jpg,385,186.4,45.8,47.1,289.1,289.9,tomato
Toimage002.jpg,402.3,204.8,42.7,36.1,292.6,293.2,tomato
Toimage003.jpg,421.8,223.5,34.9,30.4,309.2,310.5,tomato
Toimage004.jpg,400.9,203.7,31.6,29.5,297.2,298.4,tomato
Toimage005.jpg,399.8,200.6,30.1,35.5,299.1,296.4,tomato
Toimage006.jpg,421.4,215.1,59.4,46.3,305.7,306,tomato
Toimage007.jpg,393.1,194.6,40.6,54.2,299.1,300.1,tomato
Toimage008.jpg,416.7,219.3,36.1,40.4,310.7,313.2,tomato
Toimage009.jpg,406.5,208.5,42.1,50,313.1,314,tomato
Toimage010.jpg,403.2,204.3,42.9,49.7,307.7,307,tomato
Toimage011.jpg,403.1,203.1,30.2,33.7,296.8,296.4,tomato
Toimage012.jpg,415.2,215,27.1,40.2,309.4,309,tomato
Toimage013.jpg,402.8,203.9,40.3,54.3,305.9,307.5,tomato
Toimage014.jpg,409.5,211.2,39.8,48.1,310.6,312.6,tomato
Toimage015.jpg,417.6,218,29.3,41.3,306.1,306.1,tomato
Toimage016.jpg,360,162.7,29.8,38.1,254.9,256.8,tomato
Toimage017.jpg,393.6,195.9,24.4,30.9,281.2,283,tomato
Toimage018.jpg,389.4,191.3,33.7,37.6,283,283.8,tomato
Toimage019.jpg,386.4,187.2,39,53.5,297.8,298.4,tomato
Toimage020.jpg,398.3,199.2,31.2,32.7,287.7,287.8,tomato
Toimage021.jpg,400.9,201.5,31,41.4,293.6,293.4,tomato
Toimage022.jpg,409,211.1,34.1,40.9,304.8,305.8,tomato
Toimage023.jpg,381.6,182.8,34.9,31,277.5,277.9,tomato
Toimage024.jpg,364.5,167.3,40.2,41.5,258.2,259.8,tomato
Toimage025.jpg,426.5,222.8,24.8,28,311,305.4,tomato
Toimage026.jpg,430,227.3,32.4,39,317.9,312.5,tomato
Toimage027.jpg,413.2,215,47.4,46.2,301.8,302.9,tomato
Toimage028.jpg,434.8,234.6,52.7,51.6,322.5,321,tomato
Toimage029.jpg,433.8,231.8,56.2,54.3,330.4,328.5,tomato
Toimage030.jpg,438.8,238.1,49.6,59.1,331.4,331.4,tomato
Toimage031.jpg,410.7,210.6,57.6,62.2,321.5,321.5,tomato
Toimage032.jpg,432.4,236.1,55.8,64.1,330.2,331,tomato
Toimage033.jpg,450.5,246.8,48.9,54.1,337.1,331.8,tomato
Toimage034.jpg,427.2,227.8,47.4,57.9,324.2,323.5,tomato
Toimage035.jpg,412.6,213,52.4,65.1,320,319.7,tomato
Toimage036.jpg,411.7,209.4,45.7,46.1,296.5,298.6,tomato
Toimage037.jpg,453.9,250.1,50.3,53.3,339.3,340.4,tomato
Toimage038.jpg,443.3,240.5,51.1,55.6,335,335.9,tomato
Toimage039.jpg,417.8,214,56.2,62,323.4,324.5,tomato
Toimage040.jpg,433.2,229.5,42.1,53.4,326.7,328.5,tomato
Toimage041.jpg,429.5,225.3,51.4,57,334,335.1,tomato
Toimage042.jpg,434.8,229.9,52.8,54.8,332.5,332.4,tomato
Toimage043.jpg,457.9,254.5,44.6,51.6,342.4,344.4,tomato
Toimage044.jpg,465.5,257.5,41.3,46.6,345.9,342.9,tomato
Toimage045.jpg,446.9,241.2,37.6,50.8,334.4,333.6,tomato
Toimage046.jpg,435.9,231.4,46.7,60.1,332.5,332.1,tomato
Toimage047.jpg,422,217.6,48.4,61.2,324.9,325.3,tomato
Toimage048.jpg,415.5,209.9,40.3,50.5,310.9,311,tomato
Toimage049.jpg,413.5,209.4,49.1,42.3,300.4,300.5,tomato
Toimage050.jpg,420.5,217.1,43.8,32.5,299.9,300.9,tomato
Toimage051.jpg,411.4,205.7,52.2,58.3,299.1,299.1,tomato
Toimage052.jpg,407.3,204.7,46.3,45.3,291.1,292.5,tomato
Toimage053.jpg,422.6,218.9,42.6,46.9,312.2,311.8,tomato
Toimage054.jpg,388.2,185.1,37.7,52.1,288.3,288.6,tomato
Toimage055.jpg,388.8,185.4,57.1,54.6,294.3,295.5,tomato
Toimage056.jpg,410.7,207,54.6,48.4,304,304.7,tomato
Toimage057.jpg,419,215,54.9,48.3,308.2,308.7,tomato
Toimage058.jpg,420.7,217.3,47.5,44.3,302.6,303,tomato
Toimage059.jpg,416.6,212.3,63.2,57.9,309.9,310.2,tomato
