image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,2.34,0.6,cylinder_20
Gimage01.jpg,11.33,8.38,cylinder_20
Gimage02.jpg,21.02,16.63,cylinder_20
Gimage03.jpg,22.05,17.87,cylinder_20
Gimage04.jpg,23,18.92,cylinder_20
Gimage05.jpg,22.84,20.38,cylinder_20
Gimage06.jpg,22.91,20.62,cylinder_20
Gimage07.jpg,21.67,22.45,cylinder_20
Gimage08.jpg,20.34,22.3,cylinder_20
Gimage09.jpg,17.07,20.77,cylinder_20
Gimage10.jpg,4.7,7.86,cylinder_20
Gimage11.jpg,13.39,19.16,cylinder_20
Gimage12.jpg,5.89,9.26,cylinder_20
Gimage13.jpg,14.12,19.31,cylinder_20
Gimage14.jpg,19.84,22.12,cylinder_20
Gimage15.jpg,21.18,21.77,cylinder_20
Gimage16.jpg,22.72,21.23,cylinder_20
Gimage17.jpg,22.19,20.55,cylinder_20
Gimage18.jpg,22.35,18.29,cylinder_20
Gimage19.jpg,19.72,16.03,cylinder_20
Gimage20.jpg,20.22,16.61,cylinder_20
Gimage21.jpg,23.16,19.46,cylinder_20
Gimage22.jpg,22.85,20.91,cylinder_20
Gimage23.jpg,20.89,22.46,cylinder_20
Gimage24.jpg,17.8,21.17,cylinder_20
Gimage25.jpg,20.35,22.32,cylinder_20
Gimage26.jpg,22.84,19.63,cylinder_20
Gimage27.jpg,23.58,19.17,cylinder_20
Gimage28.jpg,22.62,21,cylinder_20
Gimage29.jpg,21.35,21.77,cylinder_20
Gimage30.jpg,21.75,20.72,cylinder_20
Gimage31.jpg,19.13,15.43,cylinder_20
Gimage32.jpg,22.19,19.27,cylinder_20
Gimage33.jpg,21.54,21.66,cylinder_20
Gimage34.jpg,23.15,18.88,cylinder_20
Gimage35.jpg,21.62,21.1,cylinder_20
Gimage36.jpg,20.05,23.1,cylinder_20
Gimage37.jpg,19.24,12.77,cylinder_20
Gimage38.jpg,21.97,19.33,cylinder_20
Gimage39.jpg,18.47,21.97,cylinder_20
