image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,51.36,41.69,square_40
Gimage01.jpg,52.46,51.41,square_40
Gimage02.jpg,52.87,51.85,square_40
Gimage03.jpg,49.93,52.24,square_40
Gimage04.jpg,51.67,53.7,square_40
Gimage05.jpg,48.25,54.17,square_40
Gimage06.jpg,45.94,51.6,square_40
Gimage07.jpg,45.09,49.9,square_40
Gimage08.jpg,45.42,51.46,square_40
Gimage09.jpg,44.19,53.06,square_40
Gimage10.jpg,41.75,54.72,square_40
Gimage11.jpg,39.56,53.74,square_40
Gimage12.jpg,26.4,45.67,square_40
Gimage13.jpg,36.12,32.63,square_40
Gimage14.jpg,25.86,47.61,square_40
Gimage15.jpg,28.08,40.56,square_40
Gimage16.jpg,32.97,6.29,square_40
Gimage17.jpg,57.72,45.84,square_40
Gimage18.jpg,46.44,45.49,square_40
Gimage19.jpg,45.44,42.12,square_40
Gimage20.jpg,47.36,44.43,square_40
Gimage21.jpg,37.49,37.64,square_40
Gimage22.jpg,35.61,38.23,square_40
Gimage23.jpg,37.08,46.05,square_40
Gimage24.jpg,39.34,44.92,square_40
Gimage25.jpg,42.44,53.86,square_40
Gimage26.jpg,43.37,53.27,square_40
Gimage27.jpg,40.8,50.36,square_40
Gimage28.jpg,38.59,47.6,square_40
Gimage29.jpg,36.78,42.64,square_40
Gimage30.jpg,59.8,56.59,square_40
Gimage31.jpg,60.91,56.67,square_40
Gimage32.jpg,38.42,51.49,square_40
Gimage33.jpg,41,62.12,square_40
Gimage34.jpg,50.92,42.43,square_40
Gimage35.jpg,41.9,56.83,square_40
Gimage36.jpg,52.6,52.79,square_40
Gimage37.jpg,42.47,36.17,square_40
Gimage38.jpg,57.62,52.03,square_40
Gimage39.jpg,53.75,56.35,square_40
