image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,90.18,87.27,plum
Gimage01.jpg,85.97,88.99,plum
Gimage02.jpg,80.57,84.59,plum
Gimage03.jpg,80.2,87.52,plum
Gimage04.jpg,81.9,79.52,plum
Gimage05.jpg,71.38,87.84,plum
Gimage06.jpg,42.32,71.03,plum
Gimage07.jpg,35.67,81.67,plum
Gimage08.jpg,43.87,126.41,plum
Gimage09.jpg,65.5,108.34,plum
Gimage10.jpg,131.02,56.93,plum
Gimage11.jpg,107.78,47.09,plum
Gimage12.jpg,95.98,77.25,plum
Gimage13.jpg,70.4,78.84,plum
Gimage14.jpg,37.87,68.14,plum
Gimage15.jpg,80.69,75.71,plum
Gimage16.jpg,74.13,62.31,plum
Gimage17.jpg,72.57,46.31,plum
Gimage18.jpg,36.9,60.64,plum
Gimage19.jpg,47.26,79.02,plum
Gimage20.jpg,78.82,75.64,plum
Gimage21.jpg,90.88,69.68,plum
Gimage22.jpg,60.72,76.55,plum
Gimage23.jpg,65.59,51,plum
Gimage24.jpg,32.06,75.18,plum
Gimage25.jpg,63.98,90.05,plum
Gimage26.jpg,42.77,64.58,plum
Gimage27.jpg,59.14,70.76,plum
Gimage28.jpg,20.02,18.85,plum
Gimage29.jpg,35.67,32.95,plum
Gimage30.jpg,74.27,59.08,plum
Gimage31.jpg,18,52.75,plum
Gimage32.jpg,44.05,25.97,plum
Gimage33.jpg,77.87,34.59,plum
Gimage34.jpg,33.22,18.11,plum
Gimage35.jpg,47.22,55.79,plum
Gimage36.jpg,63.96,30.05,plum
Gimage37.jpg,69.91,22.55,plum
Gimage38.jpg,58.18,71.27,plum
Gimage39.jpg,53.33,60.05,plum
