image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,18.11,19.18,redgrape
Gimage01.jpg,20.36,19.04,redgrape
Gimage02.jpg,11.72,16.75,redgrape
Gimage03.jpg,12.07,14.41,redgrape
Gimage04.jpg,18.81,29.19,redgrape
Gimage05.jpg,12.99,17.48,redgrape
Gimage06.jpg,16.57,23.9,redgrape
Gimage07.jpg,17.23,24.32,redgrape
Gimage08.jpg,16.97,21.07,redgrape
Gimage09.jpg,18.41,20.76,redgrape
Gimage10.jpg,17.53,18.47,redgrape
Gimage11.jpg,10.3,34.96,redgrape
Gimage12.jpg,3.45,58.23,redgrape
Gimage13.jpg,2.76,67.29,redgrape
Gimage14.jpg,3.07,72.66,redgrape
Gimage15.jpg,1.98,66.67,redgrape
Gimage16.jpg,50.32,2.93,redgrape
Gimage17.jpg,64.21,2.87,redgrape
Gimage18.jpg,16.78,15.4,redgrape
Gimage19.jpg,75.13,0.04,redgrape
Gimage20.jpg,59.61,0.93,redgrape
Gimage21.jpg,36.66,9.55,redgrape
Gimage22.jpg,28.21,23.98,redgrape
Gimage23.jpg,28.87,25.78,redgrape
Gimage24.jpg,23.46,27.99,redgrape
Gimage25.jpg,37.64,8.75,redgrape
Gimage26.jpg,15.66,20.86,redgrape
Gimage27.jpg,26.96,31.1,redgrape
Gimage28.jpg,17.82,20.53,redgrape
Gimage29.jpg,8.54,46.97,redgrape
Gimage30.jpg,17.4,17.87,redgrape
Gimage31.jpg,16.77,22.21,redgrape
Gimage32.jpg,20.62,15.39,redgrape
Gimage33.jpg,12.98,18.39,redgrape
Gimage34.jpg,19.23,17.8,redgrape
Gimage35.jpg,18.36,21.13,redgrape
Gimage36.jpg,25.27,18.14,redgrape
Gimage37.jpg,22.42,19.57,redgrape
Gimage38.jpg,16.63,17.03,redgrape
Gimage39.jpg,17.77,24.5,redgrape
