image_name,weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label
RBLimage000.jpg,593.3,382.4,32.1,74.6,482.6,480.9,roundbottlelarge
RBLimage001.jpg,584.7,373.9,29.6,71.7,468.1,466.6,roundbottlelarge
RBLimage002.jpg,587,375.9,29.7,71,480,478.3,roundbottlelarge
RBLimage003.jpg,585,373.8,26.4,70,479.2,477.9,roundbottlelarge
RBLimage004.jpg,588.4,377.3,29.1,74.1,477.8,476.2,roundbottlelarge
RBLimage005.jpg,579,368.4,33.4,68.8,461.6,459.6,roundbottlelarge
RBLimage006.jpg,639.2,428.6,60.6,76.3,529.8,528.9,roundbottlelarge
RBLimage007.jpg,662.3,452,31.8,51.7,558,557.2,roundbottlelarge
RBLimage008.jpg,658.5,448.3,26,44.7,556.8,554.4,roundbottlelarge
RBLimage009.jpg,674.9,464.2,31.9,50.2,564.9,564.6,roundbottlelarge
RBLimage010.jpg,690,479.7,19.8,29.5,585.4,585.2,roundbottlelarge
RBLimage011.jpg,691.1,480.7,20.3,27.2,586.5,585.9,roundbottlelarge
RBLimage012.jpg,680.9,470.5,27.5,35.6,573.9,573,roundbottlelarge
RBLimage013.jpg,683.3,472.9,27.4,35.1,575.8,575.1,roundbottlelarge
RBLimage014.jpg,700.1,490,17.8,32.4,599.3,598.8,roundbottlelarge
RBLimage015.jpg,669.2,459.5,25.1,82.3,565.6,565,roundbottlelarge
RBLimage016.jpg,682.7,472.7,21.4,33,580.7,580.1,roundbottlelarge
RBLimage017.jpg,689.3,479.6,24.9,39.8,585.9,585.2,roundbottlelarge
RBLimage018.jpg,664,454.7,25.2,60.5,564.9,564.3,roundbottlelarge
RBLimage019.jpg,639.5,429.9,12.6,32.7,537.2,536.6,roundbottlelarge
