image_name,weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label
Peimage000.jpg,626.4,369.9,7.9,58.1,488.9,488.7,pear
Peimage001.jpg,629.8,371.1,18.5,65.3,497.4,495.8,pear
Peimage002.jpg,635.2,378.7,3.8,94.3,516.7,514.6,pear
Peimage003.jpg,638.4,381.5,21.7,68.1,502.2,502.6,pear
Peimage004.jpg,623.7,367.6,3.1,65.5,485.6,484.5,pear
Peimage005.jpg,642.4,384.7,35.5,64.8,509.8,509.6,pear
Peimage006.jpg,623.5,367.4,16.8,53.7,483.4,482.7,pear
Peimage007.jpg,639.5,386.1,0.7,58.8,505.8,505.3,pear
Peimage008.jpg,617.8,364.6,6.4,61.6,495.1,494.2,pear
Peimage009.jpg,637.3,383.3,21.5,63.5,502.2,502,pear
Peimage010.jpg,635.5,382.2,24.6,56,501.9,500.3,pear
Peimage011.jpg,640.8,386.2,13.8,66.7,507.7,507,pear
Peimage012.jpg,609.5,356.1,8.8,65.8,472.7,471.5,pear
Peimage013.jpg,644.4,384.1,16.9,65.1,507.9,508.6,pear
Peimage014.jpg,649.5,388.6,11,62.8,512.1,512,pear
Peimage015.jpg,633,373.7,4.8,54.2,496.2,496,pear
Peimage016.jpg,653.7,392,14.7,63.6,519.1,518.9,pear
Peimage017.jpg,649.3,388.2,12.4,74.2,512.3,512.4,pear
Peimage018.jpg,647.6,387.4,14.8,67.4,510.1,510.2,pear
Peimage019.jpg,648.2,388,11.5,75.5,511.8,512.1,pear
