image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,62.47,55.38,strawberry
Gimage01.jpg,76.74,50.96,strawberry
Gimage02.jpg,66.12,59.57,strawberry
Gimage03.jpg,72.39,55.54,strawberry
Gimage04.jpg,44.54,63.3,strawberry
Gimage05.jpg,25.65,30.73,strawberry
Gimage06.jpg,73.28,49.79,strawberry
Gimage07.jpg,50.28,37.66,strawberry
Gimage08.jpg,44.95,33.37,strawberry
Gimage09.jpg,42.79,60.53,strawberry
Gimage10.jpg,38.03,55.03,strawberry
Gimage11.jpg,32.02,66.02,strawberry
Gimage12.jpg,10.2,18.89,strawberry
Gimage13.jpg,41.84,35.89,strawberry
Gimage14.jpg,52.98,70.07,strawberry
Gimage15.jpg,85.01,51.84,strawberry
Gimage16.jpg,84.19,53.01,strawberry
Gimage17.jpg,33.48,23.44,strawberry
Gimage18.jpg,68.72,56.24,strawberry
Gimage19.jpg,32,34.56,strawberry
Gimage20.jpg,52.5,52.27,strawberry
Gimage21.jpg,19.01,28.71,strawberry
Gimage22.jpg,35.07,34.46,strawberry
Gimage23.jpg,49.61,35.18,strawberry
Gimage24.jpg,30.53,23.43,strawberry
Gimage25.jpg,53.39,55.71,strawberry
Gimage26.jpg,28.54,48.73,strawberry
Gimage27.jpg,59.83,59.73,strawberry
Gimage28.jpg,60.49,58.75,strawberry
Gimage29.jpg,71.38,62.47,strawberry
Gimage30.jpg,47.19,77.41,strawberry
Gimage31.jpg,57.86,72.76,strawberry
Gimage32.jpg,57.52,69.51,strawberry
Gimage33.jpg,55.47,71.39,strawberry
Gimage34.jpg,54.78,69.96,strawberry
Gimage35.jpg,48.75,37.7,strawberry
Gimage36.jpg,33.15,31.26,strawberry
Gimage37.jpg,62.79,44.43,strawberry
Gimage38.jpg,60.17,55.09,strawberry
Gimage39.jpg,69.39,35.57,strawberry
