image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,43.45,62.75,cylinder_60
Gimage01.jpg,69.09,70.6,cylinder_60
Gimage02.jpg,84.06,94.54,cylinder_60
Gimage03.jpg,84.83,105.56,cylinder_60
Gimage04.jpg,89.55,104.97,cylinder_60
Gimage05.jpg,94.09,106.02,cylinder_60
Gimage06.jpg,90.92,103.96,cylinder_60
Gimage07.jpg,86.9,108.34,cylinder_60
Gimage08.jpg,86.9,105.27,cylinder_60
Gimage09.jpg,82,102.81,cylinder_60
Gimage10.jpg,56.02,87.91,cylinder_60
Gimage11.jpg,81.03,108.93,cylinder_60
Gimage12.jpg,74.42,106.82,cylinder_60
Gimage13.jpg,72.46,106.26,cylinder_60
Gimage14.jpg,51.69,73.7,cylinder_60
Gimage15.jpg,96.2,70.06,cylinder_60
Gimage16.jpg,145.03,85.09,cylinder_60
Gimage17.jpg,90.5,94.01,cylinder_60
Gimage18.jpg,95.3,95.14,cylinder_60
Gimage19.jpg,80.61,93.5,cylinder_60
Gimage20.jpg,65.09,94.18,cylinder_60
Gimage21.jpg,42.98,79.78,cylinder_60
Gimage22.jpg,77.96,106.55,cylinder_60
Gimage23.jpg,73.9,100.52,cylinder_60
Gimage24.jpg,73.22,91.26,cylinder_60
Gimage25.jpg,79.29,105.09,cylinder_60
Gimage26.jpg,72.73,105.03,cylinder_60
Gimage27.jpg,71.8,98.7,cylinder_60
Gimage28.jpg,79.27,106.16,cylinder_60
Gimage29.jpg,82.18,100.28,cylinder_60
Gimage30.jpg,81.07,99.91,cylinder_60
Gimage31.jpg,75.76,99.09,cylinder_60
Gimage32.jpg,91.35,103.58,cylinder_60
Gimage33.jpg,78.48,101.13,cylinder_60
Gimage34.jpg,102.32,101.79,cylinder_60
Gimage35.jpg,93,105.42,cylinder_60
Gimage36.jpg,85.34,98.11,cylinder_60
Gimage37.jpg,75.1,99.38,cylinder_60
Gimage38.jpg,77.52,101.73,cylinder_60
Gimage39.jpg,84.33,94.19,cylinder_60
