[0.00874180059066012, 0.005341351256909871]
[0.008525252864461905, 0.003088296259532517]
[0.00842263024128239, 0.004959255965773299]
[0.009049728401502194, 0.006143287391067316]
[0.012228791159432621, 0.007037863648368809]
[0.009741067428308514, 0.0040373399904552795]
[0.008748809577144665, 0.004425843845159203]
[0.010385523120025657, 0.005654224205640342]
[0.00880665191558895, 0.005100613873969634]
[0.007265859743587964, 0.006013662650639816]
[0.013909280429503904, 0.007580254673256141]
[0.009657610237510706, 0.004814264267468052]
[0.008827660281593395, 0.004743268317117415]
[0.0088812979382261, 0.004171580315046146]
[0.007976127186145751, 0.005117470264665957]
[0.010079786720102395, 0.005565683726706605]
[0.007626581019432444, 0.004964991766594682]
[0.008645667991795853, 0.004018936899463995]
[0.008393733942302176, 0.008375866759843599]
[0.009401601540364509, 0.009255636847260473]
[0.00847718969297755, 0.006088500735785138]
[0.008865028896598903, 0.004718238806075708]
[0.008444246504678355, 0.0036039987573068463]
[0.009414576799839897, 0.005963000900374675]
[0.008894805850457717, 0.003379123140208603]
[0.009051934487857509, 0.004440804671489202]
[0.009309782596610734, 0.007670445758551619]
[0.007647070186513467, 0.0051972704044615965]
[0.008454288002557393, 0.005712681928633992]
[0.0072214530354363475, 0.004354470165489158]
[0.011860481578863588, 0.004700717175913728]
[0.008155799004685046, 0.0034308481215751807]
[0.008465848803909503, 0.004515457300802276]
[0.008603768089606705, 0.003774202559694599]
[0.008580951124927266, 0.003974946238185199]
[0.008851325686712288, 0.00381615418844293]
[0.008213937660728126, 0.0069802398416299715]
[0.008295502361156452, 0.004743175897301756]
[0.009438204054324717, 0.00452396409229224]
[0.009390328994649155, 0.003326152686422615]
[0.00957027086130053, 0.005519336426591437]
[0.008471541761548953, 0.005399078117164346]
[0.010009220145470144, 0.005958082959739958]
[0.007925658045204589, 0.00803266858228589]
[0.007251887434079974, 0.003332877748609104]
[0.011844857577395255, 0.006954067103557317]
[0.008259167439006801, 0.00399432184234977]
[0.009404334521887573, 0.005962304014690435]
[0.011348785076668293, 0.005812010734108531]
[0.008030329233528883, 0.004436265352636048]
[0.009255685693004188, 0.0038080755246364985]
[0.008546280142376642, 0.004215502540987658]
[0.00847859093470964, 0.0037132905493497954]
[0.006666150890952256, 0.004455421532234484]
[0.009160409188108542, 0.0050856814558123305]
[0.009822187270243657, 0.004492347225249284]
[0.007777757189636633, 0.005042213325646846]
[0.009432182048745495, 0.003749568773177702]
[0.0074133825148192676, 0.005410252811252531]
[0.0073288146566182245, 0.007079416269065634]
[0.0076092883144600505, 0.0033249747133487296]
[0.049298042640659984, 0.015573233337759463]
[0.08376263547012461, 0.06306187343388803]
[0.05234283295777904, 0.02741451162659992]
[0.05205279800727558, 0.04969182104926234]
