[0.05327133053146427, 0.08526721961072012]
[0.03606040819040923, 0.0786937848584039]
[0.03088485704808628, 0.031074336090777713]
[0.028813716854673776, 0.020326325282324587]
[0.02958646710074923, 0.01989023881846977]
[0.029635192350085826, 0.021479663344273453]
[0.024430410066745907, 0.0207337494222644]
[0.0248867069677036, 0.012793983235013422]
[0.019889270160029303, 0.012521187631972307]
[0.021944523280677253, 0.023731593649935025]
[0.020463914026208674, 0.014324371935267055]
[0.030067898081430823, 0.007141108505328891]
[0.02576943583416799, 0.02073030818107767]
[0.020040484415333848, 0.02906489200838381]
[0.018563962109174756, 0.00976031014038898]
[0.01876305470333791, 0.011979269183662093]
[0.019953081656639015, 0.01322632773098055]
[0.018122467394018134, 0.012577527912533358]
[0.014866393468046923, 0.006790997028742594]
[0.017097585920779895, 0.014625259152936823]
[0.016066771165603774, 0.009410233517856248]
[0.02146783282613692, 0.020447296708780486]
[0.015862281243726205, 0.011954090256122896]
[0.018223107675623868, 0.019688801126917947]
[0.015136091460917378, 0.009504731964972816]
[0.011394934756624944, 0.008859855852877688]
[0.01639210585150147, 0.008133497966361026]
[0.01884725203942045, 0.02701370743164032]
[0.018112359138752476, 0.016544679405596455]
[0.011747527390714815, 0.013049841933529944]
[0.01323749128563052, 0.011134773849191166]
[0.01630092822003555, 0.009789949031642858]
[0.018004120683400567, 0.008048855384537998]
[0.015350739704538579, 0.010239888396704023]
[0.017518102016875974, 0.010191630371847664]
[0.013464804846444453, 0.00951596840287865]
[0.018374550144633656, 0.00929929306047884]
[0.012156720913613115, 0.004388946737709325]
[0.012994210027361407, 0.015360141405628563]
[0.015197871835093562, 0.005753858082082939]
[0.017001930300932545, 0.011099900098964095]
[0.014254118121080343, 0.009236311307590396]
[0.011353642580637504, 0.019285202316067316]
[0.013974185629423687, 0.013554497831173259]
[0.013979382675757655, 0.008664267029470827]
[0.010686757990886302, 0.010149214753047402]
[0.0129214997087105, 0.015249790588714472]
[0.014497483213272919, 0.0111067243870542]
[0.013029622145858864, 0.008053832422779439]
[0.011572555333618376, 0.011323544298956538]
[0.014859083546978027, 0.013420597131533154]
[0.015710745606856834, 0.010362599555280266]
[0.010560399191214638, 0.01249254584396723]
[0.011061288902692357, 0.009353349673490939]
[0.011359270814208254, 0.005806619736044832]
[0.009822953238566377, 0.005726540485888314]
[0.011394801833501712, 0.012226669917435961]
[0.010541850514149877, 0.008583483575803345]
[0.01140346111192244, 0.011186391124692857]
[0.013509744407849519, 0.0045080681270695975]
[0.013219230208504875, 0.006665277925445339]
[0.01039690701590194, 0.005844895636870828]
[0.011585698373726493, 0.006703726811707088]
[0.012564611260415885, 0.00931346504764976]
[0.011625789508839104, 0.0149334845030293]
[0.010769888818623684, 0.007905842059958111]
[0.013210398783986211, 0.0113803157964893]
[0.011292803132356088, 0.00612205079413019]
[0.012948339972339165, 0.006178489129787345]
[0.009649357606482733, 0.005451163438652906]
[0.01264928505491504, 0.00714246343236003]
[0.011036672921735387, 0.00594239092691311]
[0.009674449080759265, 0.006704300905108389]
[0.012217662089112551, 0.0073476366879698775]
[0.012523432411541002, 0.00900061422626628]
[0.01348610088613992, 0.007618426766886325]
[0.012052860492908591, 0.0049357552564741804]
[0.011388201872118628, 0.0052992809856670115]
[0.01165273909364775, 0.004951898702970432]
[0.00807036550090302, 0.005044560941978542]
[0.008994384231098582, 0.003937652841798428]
[0.011244225016946276, 0.007987648063983457]
[0.011388635024856632, 0.007202364671374971]
[0.011866496530316878, 0.003820764184757343]
[0.010838823585225388, 0.004842225388944289]
[0.010574736948613037, 0.005987235699343607]
[0.008869236144972766, 0.004829439415840354]
[0.010989706457760658, 0.00484680930912026]
[0.0068292859136683, 0.004994905882935223]
[0.00957561378876798, 0.01444595172390725]
[0.012021079803246619, 0.005610037935918336]
[0.011509925130956875, 0.006640507712414686]
[0.0091958483533332, 0.00930034810969512]
[0.017815405217562804, 0.007994700267089878]
[0.012270152840349793, 0.014751574056261766]
[0.009111113203995082, 0.00562429063345307]
[0.012350293546243564, 0.00437910498178585]
[0.010683552042340776, 0.006845678920502175]
[0.010881620372612453, 0.005788870268779262]
[0.010718263271120321, 0.006028989268970075]
[0.04671530362455481, 0.05227170027125452]
