image_name,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y
image0000.jpg,0.103723404255319,0.300236406619385,0.49113475177305,0.106382978723404,0.875886524822695,0.293144208037825,0.886524822695036,0.615839243498818,0.506205673758865,0.801418439716312,0.109929078014184,0.664302600472813,0.437943262411348,0.185579196217494,0.418439716312057,0.321513002364066,0.416666666666667,0.463356973995272,0.432624113475177,0.606382978723404,0.453014184397163,0.735224586288416,0.565602836879433,0.742316784869976,0.578900709219858,0.599290780141844,0.583333333333333,0.460992907801418,0.569148936170213,0.32387706855792,0.546985815602837,0.187943262411347
image0001.jpg,0.103723404255319,0.288416075650118,0.49113475177305,0.08983451536643,0.87677304964539,0.282505910165485,0.87854609929078,0.613475177304965,0.507978723404255,0.718676122931442,0.111702127659574,0.653664302600473,0.437943262411348,0.16903073286052,0.421099290780142,0.300236406619385,0.421099290780142,0.445626477541371,0.435283687943262,0.587470449172577,0.453014184397163,0.703309692671395,0.567375886524823,0.709219858156028,0.575354609929078,0.58628841607565,0.579787234042553,0.446808510638298,0.568262411347518,0.309692671394799,0.548758865248227,0.16903073286052
image0002.jpg,0.102836879432624,0.310874704491726,0.490248226950355,0.16193853427896,0.875,0.289598108747045,0.88386524822695,0.624113475177305,0.509751773049645,0.799054373522459,0.11258865248227,0.666666666666667,0.435283687943262,0.199763593380615,0.422872340425532,0.32387706855792,0.420212765957447,0.468085106382979,0.435283687943262,0.609929078014184,0.454787234042553,0.736406619385343,0.567375886524823,0.747044917257683,0.576241134751773,0.607565011820331,0.579787234042553,0.466903073286052,0.565602836879433,0.332151300236407,0.546985815602837,0.200945626477541
image0003.jpg,0.101063829787234,0.297872340425532,0.484042553191489,0.088652482269504,0.87145390070922,0.261229314420804,0.87854609929078,0.592198581560284,0.506205673758865,0.761229314420804,0.110815602836879,0.6725768321513,0.431737588652482,0.173758865248227,0.415780141843972,0.314420803782506,0.412234042553191,0.456264775413712,0.429078014184397,0.595744680851064,0.447695035460993,0.718676122931442,0.555851063829787,0.710401891252955,0.562943262411348,0.58274231678487,0.570921985815603,0.437352245862884,0.557624113475177,0.303782505910165,0.539893617021277,0.167848699763593
image0004.jpg,0.101950354609929,0.307328605200946,0.48936170212766,0.189125295508274,0.875,0.294326241134752,0.886524822695036,0.621749408983451,0.51063829787234,0.802600472813239,0.111702127659574,0.66548463356974,0.433510638297872,0.206855791962175,0.423758865248227,0.32387706855792,0.421099290780142,0.468085106382979,0.434397163120567,0.612293144208038,0.453900709219858,0.73758865248227,0.567375886524823,0.749408983451537,0.576241134751773,0.611111111111111,0.578900709219858,0.469267139479906,0.565602836879433,0.332151300236407,0.549645390070922,0.209219858156028
image0005.jpg,0.095744680851064,0.299054373522459,0.49113475177305,0.099290780141844,0.88386524822695,0.289598108747045,0.890070921985816,0.617021276595745,0.50886524822695,0.801418439716312,0.104609929078014,0.664302600472813,0.436170212765957,0.180851063829787,0.416666666666667,0.319148936170213,0.409574468085106,0.462174940898345,0.426418439716312,0.605200945626478,0.449468085106383,0.734042553191489,0.570035460992908,0.74468085106383,0.582446808510638,0.599290780141844,0.589539007092199,0.459810874704492,0.572695035460993,0.32387706855792,0.551418439716312,0.183215130023641
image0006.jpg,0.113475177304965,0.300236406619385,0.490248226950355,0.119385342789598,0.867021276595745,0.295508274231678,0.872340425531915,0.617021276595745,0.506205673758865,0.786052009456265,0.120567375886525,0.66193853427896,0.443262411347518,0.190307328605201,0.429078014184397,0.320330969267139,0.427304964539007,0.460992907801418,0.439716312056738,0.601654846335697,0.458333333333333,0.730496453900709,0.562943262411348,0.73758865248227,0.567375886524823,0.596926713947991,0.571808510638298,0.460992907801418,0.558510638297872,0.3274231678487,0.542553191489362,0.190307328605201
image0007.jpg,0.12301447746322,0.303421057773089,0.492277709395698,0.136373405232206,0.852016294472774,0.293652189203446,0.859342945900006,0.616024852001641,0.508396342535607,0.770372975401989,0.133271789461345,0.662915421135924,0.449050465975031,0.195963503507024,0.440258484262353,0.322958794912373,0.438060488834183,0.464607389172186,0.451981126545923,0.601371549147178,0.463703768829494,0.72445929312467,0.55748490709806,0.73129750112342,0.558217572240783,0.597464001719321,0.560415567668953,0.459722954887365,0.548692925385382,0.331750776625051,0.536970283101811,0.196940390363988
image0008.jpg,0.13386524822695,0.304964539007092,0.493794326241135,0.147754137115839,0.844858156028369,0.296690307328605,0.852836879432624,0.617021276595745,0.51241134751773,0.761229314420804,0.142730496453901,0.660756501182033,0.451241134751773,0.200945626477541,0.447695035460993,0.326241134751773,0.445921985815603,0.462174940898345,0.459219858156028,0.598108747044917,0.469858156028369,0.721040189125295,0.553191489361702,0.726950354609929,0.552304964539007,0.598108747044917,0.554964539007092,0.463356973995272,0.543439716312057,0.329787234042553,0.535460992907801,0.200945626477541
image0009.jpg,0.13209219858156,0.297872340425532,0.49290780141844,0.124113475177305,0.847517730496454,0.286052009456265,0.849290780141844,0.606382978723404,0.509751773049645,0.708037825059102,0.144503546099291,0.647754137115839,0.451241134751773,0.183215130023641,0.447695035460993,0.309692671394799,0.449468085106383,0.446808510638298,0.460992907801418,0.585106382978723,0.467198581560284,0.696217494089834,0.555851063829787,0.700945626477541,0.550531914893617,0.581560283687943,0.551418439716312,0.450354609929078,0.542553191489362,0.317966903073286,0.535460992907801,0.184397163120567
