image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,96.1,71.74,square_60
Gimage01.jpg,76.55,69.67,square_60
Gimage02.jpg,66.94,59.59,square_60
Gimage03.jpg,60.96,52.21,square_60
Gimage04.jpg,57.91,48.29,square_60
Gimage05.jpg,61.21,53.21,square_60
Gimage06.jpg,49.87,62.55,square_60
Gimage07.jpg,33.89,56.98,square_60
Gimage08.jpg,42.5,56.9,square_60
Gimage09.jpg,35.87,51.68,square_60
Gimage10.jpg,38.96,47.97,square_60
Gimage11.jpg,23.95,41.29,square_60
Gimage12.jpg,72.45,45.55,square_60
Gimage13.jpg,51.48,48.49,square_60
Gimage14.jpg,47.82,45.96,square_60
Gimage15.jpg,48.08,41.01,square_60
Gimage16.jpg,38.48,32.28,square_60
Gimage17.jpg,35.06,21.49,square_60
Gimage18.jpg,19.73,39.67,square_60
Gimage19.jpg,20.73,48.68,square_60
Gimage20.jpg,30.4,34.53,square_60
Gimage21.jpg,47.1,70.08,square_60
Gimage22.jpg,38.53,51.35,square_60
Gimage23.jpg,96.57,25.56,square_60
Gimage24.jpg,20.91,27.96,square_60
Gimage25.jpg,27.88,54.75,square_60
Gimage26.jpg,83.32,34.05,square_60
Gimage27.jpg,42.3,76.6,square_60
Gimage28.jpg,84.73,41.25,square_60
Gimage29.jpg,31.8,64.34,square_60
Gimage30.jpg,54.32,63.04,square_60
Gimage31.jpg,29.67,61.24,square_60
Gimage32.jpg,57.76,69.33,square_60
Gimage33.jpg,43.42,37.84,square_60
Gimage34.jpg,40.01,41.59,square_60
Gimage35.jpg,41.26,60.65,square_60
Gimage36.jpg,46.81,49.62,square_60
Gimage37.jpg,20.05,25.32,square_60
Gimage38.jpg,21.9,29.62,square_60
Gimage39.jpg,41.11,49.98,square_60
