image_name,weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label
Eyimage000.jpg,325.4,196.7,53.5,65.3,260.8,259.6,eyedropper
Eyimage001.jpg,336.0,207.4,52.3,63.7,269.4,268.4,eyedropper
Eyimage002.jpg,329.0,200.3,49.6,61.2,260.9,260.2,eyedropper
Eyimage003.jpg,322.6,193.8,45.9,52.7,254.4,253.3,eyedropper
Eyimage004.jpg,312.7,184.0,44.7,54.5,245.6,244.8,eyedropper
Eyimage005.jpg,314.0,185.2,45.7,53.6,246.4,245.3,eyedropper
Eyimage006.jpg,332.5,203.8,50.9,66.2,264.6,263.8,eyedropper
Eyimage007.jpg,335.5,206.7,53.4,64.7,267.6,266.4,eyedropper
Eyimage008.jpg,333.1,204.2,54.3,66.9,265.9,265.0,eyedropper
Eyimage009.jpg,328.1,199.3,49.6,59.4,260.3,259.1,eyedropper
Eyimage010.jpg,311.4,182.7,46.3,52.7,244.1,243.1,eyedropper
Eyimage011.jpg,336.9,208.2,53.4,65.8,269.0,268.0,eyedropper
Eyimage012.jpg,333.4,204.7,51.8,64.6,264.5,263.7,eyedropper
Eyimage013.jpg,335.6,206.6,53.3,62.7,268.1,267.2,eyedropper
Eyimage014.jpg,333.9,205.2,53.5,64.6,265.7,264.5,eyedropper
Eyimage015.jpg,335.2,206.6,52.8,64.2,267.6,266.6,eyedropper
Eyimage016.jpg,329.9,200.9,54.2,67.0,263.1,261.9,eyedropper
Eyimage017.jpg,329.6,200.6,54.5,67.3,263.1,261.9,eyedropper
Eyimage018.jpg,336.2,207.4,51.6,64.2,269.1,268.2,eyedropper
Eyimage019.jpg,335.6,206.8,51.6,63.5,267.1,266.4,eyedropper
