image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,23.45,20.75,square_20
Gimage01.jpg,24.37,20.83,square_20
Gimage02.jpg,24.17,21.48,square_20
Gimage03.jpg,22.58,22.54,square_20
Gimage04.jpg,22.49,22.63,square_20
Gimage05.jpg,22.5,22.99,square_20
Gimage06.jpg,22.33,22.87,square_20
Gimage07.jpg,22.02,22.66,square_20
Gimage08.jpg,21.85,22.61,square_20
Gimage09.jpg,21.57,23.33,square_20
Gimage10.jpg,21.74,22.92,square_20
Gimage11.jpg,20.33,23.65,square_20
Gimage12.jpg,20.49,22.24,square_20
Gimage13.jpg,21.57,19.81,square_20
Gimage14.jpg,22.12,19.98,square_20
Gimage15.jpg,25.71,23.36,square_20
Gimage16.jpg,25.56,23.31,square_20
Gimage17.jpg,30.75,29.12,square_20
Gimage18.jpg,27.96,24.88,square_20
Gimage19.jpg,30.5,30.88,square_20
Gimage20.jpg,28.03,30.46,square_20
Gimage21.jpg,30.01,29.85,square_20
Gimage22.jpg,29.7,27.56,square_20
Gimage23.jpg,28.59,26.93,square_20
Gimage24.jpg,25.62,24.21,square_20
Gimage25.jpg,29.43,28.94,square_20
Gimage26.jpg,32.47,26.63,square_20
Gimage27.jpg,29.33,27.58,square_20
Gimage28.jpg,23.12,23.36,square_20
Gimage29.jpg,22.57,23.44,square_20
Gimage30.jpg,32.08,21.39,square_20
Gimage31.jpg,33.12,23.44,square_20
Gimage32.jpg,30.76,19.69,square_20
Gimage33.jpg,17.23,1.38,square_20
Gimage34.jpg,15.5,21.56,square_20
Gimage35.jpg,32.05,26.85,square_20
Gimage36.jpg,21.72,22.56,square_20
Gimage37.jpg,24.1,22.43,square_20
Gimage38.jpg,31.66,30.82,square_20
Gimage39.jpg,22.43,22.39,square_20
