image_name,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label
Plimage000.jpg,87.8,76.3,284.2,320.8,plum
Plimage001.jpg,82.5,82,323.3,330.6,plum
Plimage002.jpg,76.6,82.1,331.2,340.7,plum
Plimage003.jpg,74.6,86.1,340.4,335.1,plum
Plimage004.jpg,57.7,86.3,344.7,306,plum
Plimage005.jpg,53.2,113.2,351.5,325.7,plum
Plimage006.jpg,55.8,93.6,326.6,328.6,plum
Plimage007.jpg,97.9,66.5,322.3,339.8,plum
Plimage008.jpg,92.9,64.4,324.8,331.9,plum
Plimage009.jpg,88.4,62.1,332.2,323.2,plum
Plimage010.jpg,38.8,88.4,315.8,330,plum
Plimage011.jpg,63.5,87.6,335.4,297.5,plum
Plimage012.jpg,59.6,79,334.6,290.9,plum
Plimage013.jpg,70.4,61.4,307,299.8,plum
Plimage014.jpg,71.8,76.2,307.6,323.9,plum
Plimage015.jpg,66.5,74.8,286.3,324,plum
Plimage016.jpg,38.7,74.2,326.1,319.7,plum
Plimage017.jpg,62.2,74.2,337,316.3,plum
Plimage018.jpg,64,76.6,322.3,329.3,plum
Plimage019.jpg,31.9,69.6,305.3,313.5,plum
Plimage020.jpg,33.4,92.7,349.6,316.3,plum
Plimage021.jpg,31.5,47,307.2,319.1,plum
Plimage022.jpg,21.3,55.3,293.1,283.6,plum
Plimage023.jpg,31.3,47.1,298.9,291.1,plum
Plimage024.jpg,14.1,37.6,295.2,302.7,plum
Plimage025.jpg,70.6,44.7,292.8,303.2,plum
Plimage026.jpg,57.4,73.8,324.9,310.7,plum
Plimage027.jpg,56.1,77.3,340.6,349.1,plum
Plimage028.jpg,49.3,63.4,341.5,316,plum
Plimage029.jpg,39.8,38.8,312.7,297.2,plum
Plimage030.jpg,56.5,68.1,338.2,315.9,plum
Plimage031.jpg,65.5,71,324,334.5,plum
Plimage032.jpg,41.1,69.8,337.1,313.8,plum
Plimage033.jpg,45.6,79.9,325.1,323.3,plum
Plimage034.jpg,67.1,79.9,348.8,333.3,plum
Plimage035.jpg,83,69.3,340.3,335.9,plum
Plimage036.jpg,60.5,83.2,326.5,317,plum
Plimage037.jpg,55.6,86.6,334.2,305.4,plum
Plimage038.jpg,69.5,80.9,337.8,326,plum
Plimage039.jpg,83.6,67.9,304.9,333.2,plum
Plimage040.jpg,67.7,87.9,339.3,338.8,plum
Plimage041.jpg,79.3,77.6,223.5,315.6,plum
Plimage042.jpg,34.2,46.9,281.7,272.9,plum
Plimage043.jpg,75.8,79.4,328.9,313.3,plum
Plimage044.jpg,60.7,76.1,340.3,321.4,plum
Plimage045.jpg,53,73.1,325.6,320.1,plum
Plimage046.jpg,78.1,79,336.6,336.2,plum
Plimage047.jpg,51.4,74.6,313.5,316.1,plum
Plimage048.jpg,75,61.5,308.7,327.8,plum
Plimage049.jpg,62.1,82.8,362.8,348.1,plum
Plimage050.jpg,51.7,66.1,309.7,311.8,plum
Plimage051.jpg,50.3,62.6,327.3,321.8,plum
Plimage052.jpg,45.7,54.1,330.4,318.2,plum
Plimage053.jpg,48.9,66.6,344.5,340.9,plum
Plimage054.jpg,41.3,70.2,365.4,350.1,plum
Plimage055.jpg,39,75.7,365.1,340.7,plum
Plimage056.jpg,44.6,65.8,320.1,327.7,plum
Plimage057.jpg,53.6,60,319.2,319.8,plum
Plimage058.jpg,73.7,49.9,322.7,312.2,plum
Plimage059.jpg,17.8,12.7,297.7,302.5,plum
Plimage060.jpg,39.5,55.3,330.1,322.4,plum
Plimage061.jpg,46.1,33.7,364.1,365.1,plum
Plimage062.jpg,11.6,52,329.2,307.6,plum
Plimage063.jpg,15,41.6,309,327,plum
Plimage064.jpg,18.8,52.3,296.1,304.7,plum
Plimage065.jpg,17.7,55.1,339.3,351.3,plum
Plimage066.jpg,19.1,40.7,356.5,336,plum
Plimage067.jpg,17.5,12.2,375.5,373.1,plum
Plimage068.jpg,18,15.5,328.4,300.2,plum
Plimage069.jpg,13.6,54.9,330.2,295.8,plum
Plimage070.jpg,21,11.1,316.1,342.1,plum
Plimage071.jpg,20.2,60.3,318.8,342.2,plum
Plimage072.jpg,34.5,57.6,343.8,347.8,plum
Plimage073.jpg,15.5,16.9,263.5,256.5,plum
Plimage074.jpg,13.9,22.1,283.8,273.2,plum
Plimage075.jpg,12.7,21.4,248,254.4,plum
Plimage076.jpg,40.2,35.6,306.8,294.5,plum
Plimage077.jpg,33.8,17.4,286.3,295.8,plum
Plimage078.jpg,30.3,27,283.8,282.9,plum
Plimage079.jpg,15.4,24.7,323.4,309.8,plum
Plimage080.jpg,19.9,37.1,309,311.3,plum
Plimage081.jpg,62.2,33.8,322.2,306.5,plum
Plimage082.jpg,56,30,306,301.9,plum
Plimage083.jpg,30.8,41,346.7,363.8,plum
Plimage084.jpg,37.6,38.6,312.4,286.8,plum
Plimage085.jpg,26.3,20.4,307.6,311.7,plum
Plimage086.jpg,19.9,46.1,297.7,274.7,plum
Plimage087.jpg,39.6,43.5,296.7,294.3,plum
Plimage088.jpg,13.2,54.5,328.5,305.1,plum
Plimage089.jpg,37.2,51.8,303.1,311.4,plum
Plimage090.jpg,56.7,48.5,319.6,316.4,plum
Plimage091.jpg,15.3,59.5,318.7,313.7,plum
Plimage092.jpg,41.9,54,339.6,312.9,plum
Plimage093.jpg,37.6,46.1,319.2,306.1,plum
Plimage094.jpg,46.6,48.2,322.3,312.9,plum
Plimage095.jpg,32.5,61.6,296.3,305.5,plum
Plimage096.jpg,29.3,40,297.3,295.1,plum
Plimage097.jpg,60.3,57.9,315.6,325.4,plum
Plimage098.jpg,33.7,46.4,298.4,298.1,plum
Plimage099.jpg,34,36.9,305.5,309.4,plum
