image_name,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,label,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y
Gimage00.jpg,10.00879794999011,20.841065159029633,891.4957125484221,1246.9187943393445,1,0.12365116,0.38707355,0.4772274,0.08734015,0.857705,0.31370202,0.87978935,0.6847837,0.5198055,0.97588414,0.15010509,0.77279985,0.43865672,0.26219422,0.41787463,0.42118585,0.41319054,0.554076,0.43222266,0.6810728,0.46744615,0.8233661,0.55546707,0.8284035,0.5728722,0.6744415,0.5785387,0.5446822,0.56015056,0.41255102,0.5264958,0.2600486
Gimage01.jpg,5.374769172371643,11.731254323849626,619.5789590908739,936.1006155130804,1,0.12032206,0.37207088,0.4759136,0.03282909,0.8019983,0.23091091,0.831896,0.7211111,0.47885817,0.95940405,0.13258597,0.70408326,0.44365898,0.22239216,0.4245356,0.39011618,0.4163168,0.5287568,0.4274052,0.66161126,0.44899902,0.80934554,0.51721585,0.8108212,0.5389884,0.65844464,0.54835075,0.5290121,0.53820336,0.39249414,0.5175556,0.23200098
Gimage02.jpg,6.978436970283125,11.050798851675344,817.148911906144,1154.4528520174097,1,0.12357924,0.32926184,0.4658156,0.022524683,0.820677,0.27127188,0.84083164,0.6527036,0.5041337,0.9103048,0.14065652,0.6767798,0.43613654,0.20117743,0.41986147,0.36271545,0.41607952,0.49614775,0.43378305,0.6231721,0.46382838,0.7648493,0.53425485,0.7735751,0.54945594,0.6236553,0.5550436,0.49645844,0.5385688,0.36391407,0.50952065,0.20666155
Gimage03.jpg,6.105912263537232,9.267332082874344,670.0083194871689,1000.7511636686842,1,0.089588,0.34594303,0.4430855,0.022852382,0.78277546,0.22590046,0.809553,0.67196083,0.45207167,0.91789883,0.089289404,0.683456,0.40897045,0.20584188,0.38828498,0.3703925,0.38079906,0.5061804,0.39393508,0.63345593,0.41778955,0.7748762,0.4916424,0.7747311,0.5136041,0.62542367,0.5232345,0.4998234,0.5107988,0.36861712,0.48699832,0.21005948
Gimage04.jpg,16.312012556475754,24.978902351084116,1138.3732027411988,1223.9931272872032,1,0.14081767,0.32804805,0.5069617,0.033767805,0.8776786,0.30074468,0.8853981,0.66873926,0.5282502,0.8946676,0.16815951,0.66906273,0.47064862,0.20432048,0.45234346,0.3625598,0.44751707,0.49725655,0.46143445,0.6256207,0.48744446,0.7617525,0.5663658,0.7712116,0.5849663,0.6271977,0.5928624,0.50302523,0.5783329,0.37122375,0.55237776,0.2148926
Gimage05.jpg,13.746017911094581,75.15596058149372,803.2400988899686,986.255925477425,1,0.12112697,0.36871922,0.48017305,0.08015197,0.8280466,0.32549757,0.8317703,0.7004776,0.47519097,0.96650434,0.1315292,0.7427731,0.4397541,0.24180272,0.41832533,0.40221503,0.4079597,0.53972733,0.4174049,0.6742741,0.43992352,0.8199418,0.51404107,0.82799363,0.53604007,0.6753028,0.546373,0.54369694,0.5363596,0.40803492,0.5162755,0.25312537
Gimage06.jpg,29.31058996590857,122.57520236908564,415.09582784421855,362.72676045958383,1,0.13710846,0.3556757,0.48836318,0.045318626,0.8180852,0.24425083,0.8183708,0.7073947,0.48069295,0.92179066,0.1448924,0.68668354,0.45466122,0.2157941,0.43400884,0.37300253,0.4232045,0.5051288,0.43281093,0.6341068,0.45373726,0.7776043,0.5263244,0.77868676,0.55600417,0.6283694,0.5689526,0.504498,0.55674404,0.37984508,0.53121233,0.23112069
Gimage07.jpg,23.32828744183099,37.871196999215705,563.9676759431317,550.9100711871711,1,0.12871547,0.31402433,0.49561706,0.015809966,0.8494064,0.29214758,0.8613596,0.63572526,0.5157367,0.9429037,0.14698416,0.7281428,0.4580914,0.2058547,0.43588457,0.37104577,0.42788118,0.5064069,0.4429818,0.6361105,0.4737916,0.7825115,0.5440184,0.78983223,0.5606438,0.6345007,0.5671922,0.5051458,0.5528644,0.37134916,0.5302272,0.21284193
Gimage08.jpg,28.238123994882212,40.36306482591897,502.3096271723161,557.5250528471695,1,0.17418817,0.20652968,0.533263,0.031167474,0.87437725,0.3584117,0.8735159,0.683575,0.5137917,0.9558375,0.17014247,0.77125347,0.47548255,0.22803307,0.4418885,0.38559297,0.42824316,0.51597387,0.43884143,0.6420459,0.46871072,0.78763884,0.5432774,0.8091165,0.5621709,0.65770155,0.57258815,0.5314877,0.56382024,0.3989056,0.55266476,0.23936433
Gimage09.jpg,14.496979370155225,80.48192535951506,704.4534182919931,902.1975943630717,1,0.12844524,0.30473715,0.48633495,0.0069990875,0.8426933,0.2691122,0.8606348,0.6323659,0.51889765,0.92565084,0.15475535,0.69657075,0.4528652,0.18942527,0.43585166,0.35251445,0.43077573,0.48764133,0.44759363,0.6192219,0.47823435,0.76619744,0.549513,0.77379096,0.5655045,0.6179239,0.57042646,0.48768842,0.5538205,0.35484,0.5271448,0.19827934
