image_name,pressure_reading_1,pressure_reading_2,label
Gimage00.jpg,64.35,29.86,banana
Gimage01.jpg,63.87,36.15,banana
Gimage02.jpg,58.12,33.76,banana
Gimage03.jpg,56.96,29.83,banana
Gimage04.jpg,49.82,28.19,banana
Gimage05.jpg,44.01,32.85,banana
Gimage06.jpg,48.29,32.28,banana
Gimage07.jpg,59.99,24.61,banana
Gimage08.jpg,67.63,24.96,banana
Gimage09.jpg,67.83,23.67,banana
Gimage10.jpg,95.65,22.26,banana
Gimage11.jpg,74.36,19.43,banana
Gimage12.jpg,83.33,27.27,banana
Gimage13.jpg,69.36,35.43,banana
Gimage14.jpg,32.06,65.5,banana
Gimage15.jpg,34.59,50.01,banana
Gimage16.jpg,41.71,47.28,banana
Gimage17.jpg,43,44.65,banana
Gimage18.jpg,66.37,19.99,banana
Gimage19.jpg,72.08,13.56,banana
Gimage20.jpg,44.75,35.9,banana
Gimage21.jpg,36.22,40.64,banana
Gimage22.jpg,22.11,54.79,banana
Gimage23.jpg,39.87,35.87,banana
Gimage24.jpg,27.94,44.07,banana
Gimage25.jpg,25.16,48.66,banana
Gimage26.jpg,24.5,43.67,banana
Gimage27.jpg,30.67,47.9,banana
Gimage28.jpg,45.99,38.19,banana
Gimage29.jpg,39.31,50.67,banana
Gimage30.jpg,19.64,68.89,banana
Gimage31.jpg,25.15,36.77,banana
Gimage32.jpg,19.91,44.8,banana
Gimage33.jpg,55.54,43.88,banana
Gimage34.jpg,26.74,43.32,banana
Gimage35.jpg,24.54,33.99,banana
Gimage36.jpg,16.93,34.1,banana
Gimage37.jpg,18.26,33.92,banana
Gimage38.jpg,17.97,31.15,banana
Gimage39.jpg,10.09,36.46,banana
